ID	model_path	model_texture	skel_name	scale	cloth_level	prop_base_action_normal	prop_base_action_combat	prop_base_action_sp_opp	prop_base_action_debut	prop_base_action_combat_idle	bx	by	bz	billboard_height_offset	interact_height_offset	withdrawable	paste_mode	meat_type	blood_color	angry_color	prop_npc_ms_by_scale	ride_type	dyn_collide_radius	prop_npc_scripts_action
fjh024_000_morphface000			female																					
fjh024_000_morphface000_ghost			female																					
fjh025_000_lanshanxianzi																								
fjh025_000_morphface000			female																					
fjh025_000_xifengxianzi																								
fjh025_001_morphface000_metal			female																blue	blue				
fjh025_001_ylxz_qingwei																								
fjh301_000_f000			female																					
fjh301_000_morphface000			female																					
fjh301_001_f000			female																					
fjh301_001_morphface000			female																					
fjh301_002_f000			female																					
fjh301_002_morphface000			female																					
fjh301_003_f000			female																					
fjh301_003_morphface000			female																					
fjh301_004_f000			female																					
fjh301_004_morphface000			female																					
fjh301_005_f000			female																					
fjh301_005_morphface000			female																					
fjh302_000_f000			female																					
fjh302_000_morphface000			female																					
fjh302_001_f000			female																					
fjh302_001_morphface000			female																					
fjh302_002_f000			female																					
fjh302_002_morphface000			female																					
fjh302_003_f000			female																					
fjh302_003_morphface000			female																					
fjh302_004_f000			female																					
fjh302_004_morphface000			female																					
fjh302_005_f000			female																					
fjh302_005_morphface000			female																					
fjh303_000_f000			female																					
fjh303_000_morphface000			female																					
fjh303_001_f000			female																					
fjh303_001_morphface000			female																					
fjh303_002_f000			female																					
fjh303_002_morphface000			female																					
fjh303_003_f000			female																					
fjh303_003_morphface000			female																					
fjh303_004_f000			female																					
fjh303_004_morphface000			female																					
fjh303_005_f000			female																					
fjh303_005_morphface000			female																					
fjh303_007_f000			female																					
fjh502_000_000_l1			female																					
fjh502_000_f000_h002			female																					
fjh502_000_f000_h003			female																					
fjh502_000_f000_h005			female																					
fjh502_000_h502_gzw																								
fjh503_000_f000_h000_l20			female													0		布甲软甲						
fjh503_000_f000_h005			female													0		布甲软甲						
fjh503_001_f000			female															布甲软甲						
fjh504_000_f000_h504			female																					
fjh504_000_h504_gzw																								
fjh505_000_f000_h001			female													0		布甲软甲						
fjh505_000_f000_h002			female													0		布甲软甲						
fjh505_000_f000_h005			female													0		布甲软甲						
fjh505_000_f000_h505			female													0		布甲软甲						
fjh505_000_f000_h506			female																					
fjh505_000_h005_l1_ghost			female																					
fjh505_001_f000_h001			female													0		布甲软甲						
fjh505_001_f000_h002			female													0		布甲软甲						
fjh505_001_f000_h002_ghost			female																					
fjh505_001_f000_h002_lmg			female																					
fjh505_001_f000_h005			female													0		布甲软甲						
fjh505_001_f000_h005_ghost			female																					
fjh505_001_f000_h505			female													0		布甲软甲						
fjh505_002_f000_h001			female													0		布甲软甲						
fjh505_002_f000_h001_cristal																								
fjh505_002_f000_h001_ghost			female																					
fjh505_002_f000_h505			female													0		布甲软甲						
fjh505_002_f001			female																					
fjh505_100b_l2			female																					
fjh505_102_f000_h505			female													0		布甲软甲						
fjh506_000_f000_h506			female																					
fjhhyn_000_l1			female																					
fjhmlj_000_l1			female																					
fjhrxx_000_l1			female																					
fjhsqc_000_l1			female																					
fjhsrm_000_l1			female																					
fjhwinter_newyear			female																					
fjhxiadie_000_l1			female																					
fjhylxz_000_l1																								
fjhyuejiang_000_l1			female																					
fjhzfy_000_l1			female																					
fjzj000_000_ckkl			female																					
fjzj000_000_f000_h005			female													0		布甲软甲		purple				
fjzj000_000_f000_h005_texiao			female																					
fjzj000_000_l1			female													0		布甲软甲		purple				
fjzj000_000_l1_blue_ghost			female																	purple				
fjzj000_000_l1_green_ghost			female																					
fjzj000_000_l1_m59red_ghost			female															元素鬼魂	blue	purple				
fjzj000_000_l1_red_ghost			female																					
fjzj000_000_l2			female																					
fjzj000_000_l20			female													0		布甲软甲		purple				
fjzj000_000_l20_changshi			female													0		元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fjzj000_000_l21			female													0		布甲软甲		purple				
fjzj000_000_l21_m59xingshi			female															布甲软甲		purple				
fjzj000_000_l21_m60			female																					
fjzj000_000_l22			female																					
fjzj000_000_l3			female																					
fjzj000_000_l4			female																					
fjzj000_000_l4_changshi			female																					
fjzj000_001_l21_m59xingshi			female																					
fjzjamh_000_l1																								
fkunxiansuo_000_l1																								
flc_000_l1			female																					
flea_mbeast	characters\flea_mbeast\models\flea_mbeast.model		flea_mbeast																green	purple				
flea_mbeast_000_l1																								
flea_mbeast_000_l1_SH806Sidev3			flea_mbeast											-100										
flea_mbeast_000_l22			flea_mbeast																					
flea_mbeast_fysk_001_l1			flea_mbeast																					
flea_mbeast_m60_judu			flea_mbeast																					
flhg_hy			female																					
flhg_le_young_ghost			female																					
flhg_skk			female																					
flhg_yy			female																					
flhg_yy_ghost			female																					
flhg000_000_l1			female		4											0		布甲软甲						
flhg000_000_l1_ghost			female																					
flhg000_000_l30			female		4											0		布甲软甲						
flhg000_000_morphface000			female																					
flhg000_008_l1_loli			female																					
flhg000_010_l1_loli			female																					
flhg000_100_l1			female		4											0		布甲软甲						
flhg000_100_l1_changshi			female															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
flhg000_100_l1_ghost			female																					
flhg000_100_l1_hzq			female																					
flhg000_100_l1_loli2			female																					
flhg000_100_l1_loli2_ghost			female																					
flhg000_100_l1_red			female		4													布甲软甲						
flhg000_100_l2			female																					
flhg000_100_l2_changshi			female															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
flhg000_100_l20			female		4											0		布甲软甲						
flhg000_100_morphface000			female																					
flhg008_100_l1_loli			female																					
flhg008_101_l1_loli			female																					
flhghyz_000_l30			female		4											0		布甲软甲						
flhglgx_000_l1			female															布甲软甲						
flhgpj_000_l1			female																					
flhgpj_000_l1_ghost			female																					
flhgsmx_000_l1			female																					
flhgtpx_000_l1_ghost			female																					
flhgzjz_000_l1			female																					
flhgzjz_ghost			female																					
flhs_000_l1			female																					
flittlesister000_000_l1																								
flittlesister000_000_l2			female																					
flk_000_test																								
flk_xiaoshijie_000_l1																								
flk_xiaoshijie_001_l1																								
flk_xiaoshijie_605_l1																								
flk000_000_morphface000																								
flk000_001_morphface000																								
flk000_002_morphface000																								
flk000_003_morphface000																								
flk000_004_morphface000																								
flk000_005_morphface000																								
flk605_000_morphface000																								
flkfx_000_l1																								
flps_000_l1																								
flps_000_l1_boss					5																			
flps_000_l1_young																								
flqq_000_l1			female																					
flxt_000_l1			female		4																			
flxt_000_l2			female																					
flxt_000_sword_l1			female																					
fly_phoenix																								
flyl_000_l1			female																					
flyq_000_l1			female													0								
flyq_000_l1_young			female																					
flyq_000_l2			female													0								
flyq_d45_000_l1			female																					
fmeifei_l1_ghost			female																					
fmf000_000_f001_h000			female													0		布甲软甲						
fmf000_bigbrother			female																					
fmf000_morphface000			female																					
fmf601_000_f000_h005			female													0		布甲软甲						
fmf601_000_f000_h005_l1			female																					
fmf601_000_f000_h601			female													0		布甲软甲						
fmf601_morphface000			female																					
fmf602_000_f000_h006			female													0		布甲软甲						
fmf602_000_f000_h602			female													0		布甲软甲						
fmf602_morphface000			female																					
fmf603_000_morphface000			female																					
fmf605_000_morphface000			female																					
fmfhr_000_l1			female																					
fmfjq_000_l1																								
fmfmy_000_l1			female																					
fmfnxzr_000_l1			female																					
fmfnxzr_000_l1_hy			female																					
fmfnxzr_000_l1_qin			female																					
fmfqingshuang_000_l1			female																					
fmfqt_000_l1			female																					
fmfyiyou_000_l1			female																					
fmfyy_000_l1			female																					
fmfyy_000_l2																								
fmfyy_d45_000_l1			female																					
fmgsj_000_l1			female																					
fmj_000_l1			female																					
fmj_000_l1_cristal			female																					
fmj_000_l1_hr																								
fmjdz_000_l1			female																					
fmjdz_000_l2			female																					
fmjdz_000_l3			female																					
fmjml_000_l1			female																					
fmjml_000_l1_pinklips			female																					
fmjml_000_l1_young																								
fmousefire_000_gzw361a_00_l2			female																					
fmousefire_000_gzw361a_01_l2			female																					
fmousefire_000_gzw361b_00_l2			female																					
fmousefire_000_gzw361b_01_l2			female																					
fmousefire_000_l1			female																					
fmousefire_000_l1_ghost			female																					
fmousefire_liefeng_000_l1			female																					
fmousefire_zwcmother_000_l1			female																					
fnaga_000_l1			fnaga																					
fnaga_a_000_l1			fnaga																					
fnaga_a_000_l1_ghost			fnaga																					
fnaga_a_001_l1			fnaga																					
fnaga_a_002_l1			fnaga																					
fnaga_a_003_l1			fnaga																					
fnaga_a_004_l1_boss			fnaga																					
fnaga_b_000_l1			fnaga															布甲软甲						
fnaga_b_001_l1			fnaga															布甲软甲						
fnaga_b_002_l1			fnaga															布甲软甲						
fnaga_b_003_l1			fnaga															布甲软甲						
fnaga_b_003_l1_ghost			fnaga																					
fnewyearshop_000_l1			female																					
fnj001_000_l1			female																					
fnj001_000_l2_player			female																					
fnj001_000_wzwh			female																					
fnj001_001_l1			female																					
fnj001_001_l2_player			female																					
fnj001_002_l2_player			female																					
fnl_000_l1			female																					
fnvse_000_l1					5																			
fnvse_001_l1_withweapon			female																					
fnvyan_000_l1					5																			
fnvyan_001_l1_withweapon			female																					
fnvyanvse_l1_ghost			female																					
forging_table_ly																								
fox_000_130			fox														2							
fox_000_l1_changshi			fox															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fox_000_l1_green			fox														2							
fox_000_l2_changshi			fox															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fox_000_l3_changshi			fox															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fox_000_meshoutline			fox			123	102																	
fox_001_l20_changshi			fox															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fox_001_l21_changshi			fox															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fox_001_l21_ghost			fox																					
fox_002_l31_qyz			fox																					
fox_003_l1																								
fox_ChangeTexStatic_m58			fox																					
fox_ChangeTexStatic_xieqi_m58			fox														2							
fox_fox_000_l1	characters/fox/models/fox_fox.model		fox														2							
fox_fox_001_l1			fox														2							
fox_fox_001_l31																								
fox_fox_001_traintoys			fox														2							
fox_fox_002d_l1			fox																					
fox_foxboss_l2_ghost			fox																					
fox_ghost_blue																								
foxboss_000_l1	characters/fox/models/fox_foxboss.model		fox													0	2							
foxboss01_004_l1			fox														2							
foxboss01_005_l1			fox														2							
fpipanv_000_l1_ghost			female																					
fpiranha_zyy			fpiranha																					
fplayer_m14_ghost			female																					
fqdx_000_l1			female		4																			
fqdx_000_l1_light			female		4																			
fqdx_000_l1_special_spell505			female																					
fqdxz_004_l1			female													0		布甲软甲						
fqdxz_004_l1_sjy			female																					
fqdxz_mqx_l1			female																					
fqj_000_l1			female																					
fqlzm_yh_000_l1			female																					
fqlzm_zhaoxin_l1			female																					
fqxx_000_l1			female																					
fqxx_000_l2																								
fqxx_000_l3																								
fqxx_000_l4			female																					
frog_woodpile_001																								
froger			froger			501	101											布甲软甲						
froger_hmaj_fenshen			froger																					
froger_hmbfz			froger															布甲软甲						
froger_hmbfz_000_l01_changshi			froger															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
froger_hmbfz_000_l20			froger																					
froger_hmbfz_a			froger																					
froger_hmbfz_midautumn			froger																					
froger_hmbfz_yuri			froger																					
froger_hmdb_000_l1			froger															布甲软甲						
froger_hmdb_000_meshoutline			froger			123	102																	
froger_hmdb_000_traintoys			froger			123	102																	
froger_hmdb_001_l1			froger															布甲软甲						
froger_hmdb_002_l01			froger															布甲软甲						
froger_hmdb_002_l1			froger															布甲软甲						
froger_hmdb_003_l1			froger															布甲软甲						
froger_hmdb_004_l1			froger															布甲软甲						
froger_hmdb_005_l1			froger															布甲软甲						
froger_hmdb_006_l1			froger															布甲软甲						
froger_hmdb_006_l1_ghost			froger																					
froger_hmdb_aj			froger																					
froger_hmdb_ajxn			froger																					
froger_hmdb_ay			froger																					
froger_hmdb_ayxn			froger																					
froger_l1																								
froger_l2																								
froger_l3																								
froger_l4																								
froger_l5																								
froger_seal401			froger																					
froger_spshushenghamaren_000_01																								
froger_zbsl_l1			froger																					
frzer_000_l1			female																					
fsgx_100_l1			female													0		布甲软甲						
fsixue_000_l1			female																					
fsm000_000_f000_h000			female													0		布甲软甲						
fsm000_000_f000_h000_sc			female																					
fsm000_000_f000_shengnv			female																					
fsm000_bigbrother			female																					
fsm000_morphface000			female																					
fsm601_000_f000_h601			female													0		布甲软甲						
fsm601_morphface000			female																					
fsm602_000_f000_h602			female													0		布甲软甲						
fsm602_000_f000_h602_wuqi			male																					
fsm602_morphface000			female																					
fsm602_morphface000_jh005			female																					
fsm603_000_f000_h603			female																					
fsm603_000_f000_h603_jlwj			female																					
fsm605_morphface000																								
fsmbqs_000_l1			female																					
fsmbqs_000_l1_young			female																					
fsmfm_000_l1			female																					
fsmfm_d45_000_l1			female																					
fsmfp_ghost_000_l1			female																					
fsmfwy_000_l1			female																					
fsmhr_000_l1			female																					
fsmjgq_000_l1			female																					
fsmjns_000_fake_l1			female																					
fsmjns_000_hy_l1			female																					
fsmjns_000_l1			female																					
fsmjns_yylz_1			female																					
fsmmy_000_l1			female																					
fsmsy_000_l1			female																					
fsoul_000_l1	characters/thinghost/models/thinghost_fsoul.model	characters/thinghost/textures/thinghost_fsoul_000d.dds	thinghost													0		元素鬼魂	blue	blue				
fsoul_000_l1_enstatite			thinghost															元素鬼魂	blue	blue				
fsoul_000_l1_ghost			thinghost													0	2	元素鬼魂	blue	blue				
fsoul_000_l1_nightmare			thinghost													0		元素鬼魂	blue	blue				
fsoul_000_l1_xiejian			thinghost															元素鬼魂	blue	blue				
fsply_000_l1																								
fsply_000_l2																								
fsply_000_l3																								
fsplyback_000_l2																								
fsplybehit_000_l1																								
fspxxg_000_l1																								
fspxxg_000_l2																								
fspxxgbehit_000_l1																								
fsrc_000_l1	characters/fpiranha/models/fpiranha_fsrc.model		fpiranha															布甲软甲						
fsrc_000_l20			fpiranha																					
fsrc_000_l21			fpiranha															布甲软甲						
fsrc_000_l30			fpiranha															布甲软甲						
fsrc_000_lhg			fpiranha																					
fsrc_001_l1			fpiranha																					
fsrc_001_l30			fpiranha															布甲软甲						
fsrc_001_l30_changshi			fpiranha															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
fsrc_001_l31			fpiranha																					
fsrc_002_l1			fpiranha															布甲软甲						
fsrc_002_l1_changshi			fpiranha																					scripts/actions/jambu_bosses_deathshow.lua
fsrc_002_l2			fpiranha																					
fsrc_002_l3			fpiranha																					
fsrc_002_l30			fpiranha															布甲软甲						
fsrc_003_l1			fpiranha															布甲软甲						
fsrc_003_l2			fpiranha																					
fsrc_003_l30			fpiranha															布甲软甲						
fsrc_tex			fpiranha																					
fss_000_l1			kolinsky														2							
fss_000_meshoutline			kolinsky			123	102																	
fss_000_traintoys			kolinsky			123	102																	
fstkm_000_l1			female																					
fsydt_changwei			female																					
fsydt000_000_f000			female																					
fsydt000_000_f000_h000			female													0		布甲软甲						
fsydt000_000_f000_hyj602_wxz			female	1.9																				
fsydt000_000_f000d			female																					
fsydt000_000_morphface000			female																					
fsydt000_001_f000			female																					
fsydt000_001_f000_h000			female													0		布甲软甲						
fsydt000_001_morphface000			female																					
fsydt000_100_f000			female																					
fsydt000_100_f000_h000a			female																					
fsydt000_100_f000_h000a_soul			female															元素鬼魂	blue	blue				
fsydt000_100_morphface000			female																					
fsydt000_200_f000			female																					
fsydt000_200_f000_h000a			female													0		布甲软甲						
fsydt000_200_morphface000			female																					
fsydt000_300_f000			female																					
fsydt000_300_f000_h000a			female															布甲软甲						
fsydt000_300_morphface000			female																					
fsydt001_000_f000			female																					
fsydt001_000_morphface000			female																					
fsydt001_100_f000			female																					
fsydt001_100_morphface000			female																					
fsydt200_000_f000			female																					
fsydt202_000_morphface000			female																					
fsydt202_001_morphface000			female																					
fsydtcjw_000_l1			female																					
fsydtcjw_000_l1_hy			female																					
fsydtcjw_000_l1_shadow			female																					
fsydtszr_000_l1			female																					
fsydtthgsq_000_l1			female																					
fsydtthgsq_000_l2			female																					
fsydtthgsr_000_l1			female																					
fsydtyq_000_l1			female																					
fsydtyx_000_l1			female																					
ftg_mly_l1			female																					
ftg000_000_f000_h000			female															布甲软甲						
ftg000_000_f000_h000_l2			female																					
ftg000_000_f000_h000_l3			female																					
ftg000_morphface000			female																					
ftg601_000_f000_h003			female													0		布甲软甲						
ftg601_000_f000_h601			female													0		布甲软甲						
ftg601_000_f000_h601_wuqi			female																					
ftg601_morphface000			female																					
ftg602_000_f000_h003			female													0		布甲软甲						
ftg602_000_f000_h602			female													0		布甲软甲						
ftg602_000_f000_h602_wuqi			male																					
ftg602_morphface000			female																					
ftg603_000_f000_h603			female																					
ftggjj_000_l1			female																					
ftgmhx_000_l1			female																					
ftgmly_000_l1			female																					
fthgsm_000_l1			female																					
ftj000_000_f000			female																					
ftj000_000_f000_h000			female													0		布甲软甲						
ftj000_000_morphface000			female																					
ftj000_100_f000			female																					
ftj000_100_f000_h000a			female													0		布甲软甲						
ftj000_100_f000_h002			female																					
ftj000_100_f000_h008			female																					
ftj000_100_morphface000			female																					
ftjbqy_000_l1			female																					
ftxj_000_l1_changshi			female															元素鬼魂	blue	blue				scripts/actions/jambu_bosses_deathshow.lua
ftxj_000_luoshengxia			female																					
ftxj_000_ssgyq																								
ftxj_bcc_l1			female																					
ftxj000_000_f000			female																					
ftxj000_000_f000_ghost			female																					
ftxj000_000_f000_h001			female															布甲软甲						
ftxj000_000_f000_htxj001			female																					
ftxj000_000_f000_l1			female																					
ftxj000_000_f000_l12																								
ftxj000_000_f013_l1			female																					
ftxj000_100_f000			female															布甲软甲						
ftxj000_100_morphface000			female																					
ftxj000_200_f000			female																					
ftxj000_200_f000_l1			female																					
ftxj000_200_morphface000			female																					
ftxj000_300_f000			female															布甲软甲						
ftxj000_300_f000_h001			female																					
ftxj000_300_morphface000			female																					
ftxj000_jiaoshezu_f000_h000			female																					
ftxj001_000_f000			female																					
ftxj001_000_morphface000			female																					
ftxj001_001_f000_h001			female																					
ftxj001_100_f000			female																					
ftxj001_100_morphface000			female																					
ftxj300_000_f000																								
ftxj400_000_morphface000																								
ftxj400_000_yanshi_l1			female																					
ftxj400_001_morphface000																								
ftxj400_001_morphface000_player			female																					
ftxj400_jiaoshezu_000_f000_l1			female																					
ftxjagl_000_l1			female																					
ftxjecy_000_l1			female																					
ftxjecy_000_l1_young			female																					
ftxjefh_000_l1			female																					
ftxjfem_000_l1			female																					
ftxjfqq_000_l1																								
ftxjfyy_000_l1			female																					
ftxjfyy_001_l1			female																					
ftxjlj_000_l1																								
ftxjsnfwm_000_l1			female																					
ftxjsnfwm_001_l1			female																					
ftxjwtl_000_l1			female																					
ftxjyrs_000_l1			female																					
ftxjyuying_000_l1			female																					
funanfenghuang_000_l1			female																					
furbolg_fatfox_000_hd			furbolg																					
furbolg_fatfox_000_l1	characters/furbolg/models/furbolg_fatfox.model		furbolg													0				blue				
furbolg_fatfox_000_l30			furbolg																					
furbolg_fatmouse_c			furbolg																					
furniture_adorn_025	models/furniture/adorn/furniture_adorn_025.model																							
furniture_adorn_072	models\furniture\adorn\furniture_adorn_072.model																							
furniture_adorn_103	models/furniture/adorn/furniture_adorn_103.model																							
furniture_adorn_107	models/furniture/adorn/furniture_adorn_107.model																							
furniture_adorn_107_fazhen																								
furniture_adorn_126	characters\furniture_adorn_126b\models\furniture_adorn_126.model		furniture_adorn_126b		5																			
furniture_adorn_126c	models\furniture\adorn\furniture_adorn_126c.model																							
furniture_adorn_131c	models\furniture\adorn\furniture_adorn_131c.model																							
furniture_box_018	models/furniture/box/furniture_box_018.model																							
furniture_box_018b	models\furniture\box\furniture_box_018b.model																							
furniture_box_018b_000_l1																								
furniture_box_018b_l1																								
furniture_box_019	models/furniture/box/furniture_box_019.model																							
furniture_box_021	models/furniture/box/furniture_box_021.model																							
furniture_box_021_snow																								
furniture_box_021_wood																								
furniture_box_024																								
furniture_box_025	models/furniture/box/furniture_box_025.model																							
furniture_box_025_coral																								
furniture_box_025_l1																								
furniture_box_025_l1_bluelight																								
furniture_box_025_l1_greenlight																								
furniture_box_025_l1_light_red																								
furniture_box_025_l1_pinklight																								
furniture_box_025_l1_purplelight																								
furniture_box_025_l1_whitelight																								
furniture_box_025_l2																								
furniture_box_025_white																								
furniture_box_026	models\furniture\box\furniture_box_026.model																							
furniture_box_026_l1																								
furniture_box_026_l2																								
furniture_box_027	models/furniture/box/furniture_box_027.model																							
furniture_box_027_treasure																								
furniture_box_028	models/furniture/box/furniture_box_028.model																							
furniture_box_029																								
furniture_box_baoxiang																								
furniture_box_gemstone																								
furniture_box_greenstone											100	100	100					坚硬石质	green					
furniture_box_magic											100	100	100					坚硬石质	golden					
furniture_box_redstone											100	100	100					坚硬石质	red					
furniture_box_tongyong																								
furniture_box_web											100	100	100					坚硬石质	purple					
furniture_box_ylxz1																								
furniture_box_ylxz2																								
furniture_box_ylxz3																								
furniture_cabinet_014	models/furniture/cabinet/furniture_cabinet_014.model																							
furniture_cabinet_015	models/furniture/cabinet/furniture_cabinet_015.model																							
furniture_cabinet_021	models/furniture/cabinet/furniture_cabinet_021.model																							
furniture_cabinet_024	models/furniture/cabinet/furniture_cabinet_024.model																							
furniture_cabinet_107	models/furniture/cabinet/furniture_cabinet_107.model																							
furniture_cabinet_117	models/furniture/cabinet/furniture_cabinet_117.model																							
furniture_cabinet_117_adorn																								
furniture_carpet_003	models/furniture/carpet/furniture_carpet_003.model																							
furniture_carpet_019	models\furniture\carpet\furniture_carpet_019.model																							
furniture_carpet_027b	models/furniture/carpet/furniture_carpet_027b.model																							
furniture_carpet_027c	models/furniture/curio/furniture_carpet_027c.model																							
furniture_carpet_040	models/furniture/carpet/furniture_carpet_040.model																							
furniture_carpethuotan_000_l1																								
furniture_chair_001	models\furniture\chair\furniture_chair_001.model																							
furniture_chair_043	models/furniture/chair/furniture_chair_043.model																							
furniture_curio_003	models\furniture\curio\furniture_curio_003.model																							
furniture_curio_027	models/furniture/curio/furniture_curio_027.model																							
furniture_curio_027b	models/furniture/curio/furniture_curio_027b.model																							
furniture_curio_027d	models/furniture/curio/furniture_curio_027d.model																							
furniture_curio_027e	models\furniture\curio\furniture_curio_027e.model																							
furniture_curio_027f	models\furniture\curio\furniture_curio_027f.model																							
furniture_curio_027g	models\furniture\curio\furniture_curio_027g.model																							
furniture_curio_034b	models\furniture\curio\furniture_curio_034b.model																							
furniture_curio_055	models/furniture/curio/furniture_curio_055.model																							
furniture_curio_055b	models/furniture/curio/furniture_curio_055b.model																							
furniture_curio_055b_001_l1																								
furniture_curio_060	models/furniture/curio/furniture_curio_060.model																							
furniture_curio_092	models/furniture/curio/furniture_curio_092.model																							
furniture_curio_093	models/furniture/curio/furniture_curio_093.model																							
furniture_curio_113	models\furniture\curio\furniture_curio_113.model																							
furniture_curio_119	models/furniture/curio/furniture_curio_119.model																							
furniture_curio_130	models/furniture/curio/furniture_curio_130.model																							
furniture_curio_130b	models/furniture/curio/furniture_curio_130b.model																							
furniture_curio_149	models/furniture/curio/furniture_curio_149.model																							
furniture_curio_165	models/furniture/curio/furniture_curio_165.model																							
furniture_curio_170	models/furniture/curio/furniture_curio_170.model																							
furniture_curio_170_item498																								
furniture_curio_170b	models/furniture/curio/furniture_curio_170b.model																							
furniture_curio_177	models/furniture/curio/furniture_curio_177.model																							
furniture_curio_182																								
furniture_curio_191	models\furniture\curio\furniture_curio_191.model																							
furniture_curio_191b	models\furniture\curio\furniture_curio_191b.model																							
furniture_curio_196	models\furniture\curio\furniture_curio_196.model																							
furniture_curio_199	models/furniture/curio/furniture_curio_199.model																							
furniture_curio_199b	models\furniture\curio\furniture_curio_199b.model																							
furniture_curio_199c	models\furniture\curio\furniture_curio_199c.model																							
furniture_curio_201	models/furniture/curio/furniture_curio_201.model																							
furniture_curio_202	models/furniture/curio/furniture_curio_202.model																							
furniture_curio_202_red																								
furniture_curio_203	models\furniture\curio\furniture_curio_203.model																							
furniture_curio_209	models/furniture/curio/furniture_curio_209.vmesh			0.2																				
furniture_curio_213	models/furniture/curio/furniture_curio_213.model																							
furniture_curio_214	models\furniture\curio\furniture_curio_214.model																							
furniture_curio_216	models/furniture/curio/furniture_curio_216.model																							
furniture_curio_219	models/furniture/curio/furniture_curio_219.model																							
furniture_curio_220a	models/furniture/curio/furniture_curio_220a.model																							
furniture_curio_220b	models/furniture/curio/furniture_curio_220b.model																							
furniture_curio_220c	models/furniture/curio/furniture_curio_220c.model																							
furniture_curio_221a	models/furniture/curio/furniture_curio_221a.model																							
furniture_curio_221b	models/furniture/curio/furniture_curio_221b.model																							
furniture_curio_223	models/furniture/curio/furniture_curio_223.model																							
furniture_curio_224	models\furniture\curio\furniture_curio_224.model																							
furniture_curio_224_white																								
furniture_curio_224b	models/furniture/curio/furniture_curio_224b.model																							
furniture_curio_225	models/furniture/curio/furniture_curio_225.model																							
furniture_curio_226	models/furniture/curio/furniture_curio_226.model																							
furniture_curio_226_1																								
furniture_curio_226_2																								
furniture_curio_227	models/furniture/curio/furniture_curio_227.model																							
furniture_curio_228	models/furniture/curio/furniture_curio_228.model																							
furniture_curio_229	models/furniture/curio/furniture_curio_229.model																							
furniture_curio_229_cristal																								
furniture_curio_230	models/furniture/curio/furniture_curio_230.model																							
furniture_curio_231	models/furniture/curio/furniture_curio_231.model																							
furniture_curio_232	models/furniture/curio/furniture_curio_232.model																							
furniture_curio_234	models/furniture/curio/furniture_curio_234.model																							
furniture_curio_235	models/furniture/curio/furniture_curio_235.model																							
furniture_curio_236	models/furniture/curio/furniture_curio_236.model																							
furniture_curio_237	models/furniture/curio/furniture_curio_237.model																							
furniture_curio_238	models/furniture/curio/furniture_curio_238.model																							
furniture_curio_239		models/furniture/curio/furniture_curio_239.model																						
furniture_curio_240	models/furniture/curio/furniture_curio_240.model																							
furniture_curio_240b	models/furniture/curio/furniture_curio_240b.model																							
furniture_curio_241	models/furniture/curio/furniture_curio_241.model																							
furniture_curio_241_001																								
furniture_curio_242																								
furniture_curio_246	models/furniture/curio/furniture_curio_246.model																							
furniture_curio_246b	models/furniture/curio/furniture_curio_246b.model																							
furniture_curio_247																								
furniture_curio_247a	models/furniture/curio/furniture_curio_247a.model										50	50	50											
furniture_curio_247b	models/furniture/curio/furniture_curio_247b.model																							
furniture_curio_247e	models/furniture/curio/furniture_curio_247e.model																							
furniture_curio_248																								
furniture_curio_248_fire																								
furniture_curio_249	models\furniture\curio\furniture_curio_249.model																							
furniture_curio_249_small																								
furniture_curio_250	models/furniture/curio/furniture_curio_250.model																							
furniture_curio_251	models/furniture/curio/furniture_curio_251.model																							
furniture_curio_253	models\furniture\curio\furniture_curio_253.model																							
furniture_curio_254	models\furniture\curio\furniture_curio_254.model																							
furniture_curio_254_black																								
furniture_curio_255	models\furniture\curio\furniture_curio_255.model																							
furniture_curio_255b	models\furniture\curio\furniture_curio_255b.model																							
furniture_curio_259	models\furniture\curio\furniture_curio_259.model																							
furniture_curio_260	models\furniture\curio\furniture_curio_260.model																							
furniture_curio_261	models\furniture\curio\furniture_curio_261.model																							
furniture_curio_262	models\furniture\curio\furniture_curio_262.model																							
furniture_curio_263	models/furniture/curio/furniture_curio_263.model																							
furniture_curio_263_white																								
furniture_curio_263b	models/furniture/curio/furniture_curio_263b.model																							
furniture_curio_263c	models/furniture/curio/furniture_curio_263c.model																							
furniture_curio_263d	models/furniture/curio/furniture_curio_263d.model																							
furniture_curio_263e	models/furniture/curio/furniture_curio_263e.model																							
furniture_curio_263f	models/furniture/curio/furniture_curio_263f.model																							
furniture_curio_263g	models/furniture/curio/furniture_curio_263g.model																							
furniture_curio_263h	models/furniture/curio/furniture_curio_263h.model																							
furniture_curio_264_bath																								
