ID	type	resource	group	headline	decorationSkin	mirror	icon
10291	3	characters/female/models/female_wz314_head		hl001_001			
10292	3	characters/male/models/male_wz314_head		hl001_001			
10293	3	characters/luoli/models/luoli_wz314_head		hl001_001			
10288	3	characters/female/models/female_wz310_head		hl001_001			
10289	3	characters/male/models/male_wz310_head		hl003_001			
10290	3	characters/luoli/models/luoli_wz310_head		hl001_001			
10294	3	characters/female/models/female_jh018_head100		hl004_001			
10295	3	characters/luoli/models/luoli_jh018_head100		hl001_001			
10296	3	characters/male/models/male_jh018_head100		hl001_001			
10297	3	characters/female/models/female_wz610_head		hl001_001			
10298	3	characters/male/models/male_wz610_head		hl003_001			
10299	3	characters/luoli/models/luoli_wz610_head		hl001_001			
10300	3	characters/female/models/female_jh019_head		hl001_001			
10301	3	characters/luoli/models/luoli_jh019_head		hl005_001			
10302	3	characters/male/models/male_jh019_head		hl001_001			
10303	3	characters/female/models/female_jh020_head		hl003_001			
10304	3	characters/luoli/models/luoli_jh020_head		hl005_001			
10305	3	characters/male/models/male_jh020_head		hl001_001			
10306	3	characters/female/models/female_swz_head006		hl001_009			
10307	3	characters/male/models/male_swz_head006		hl001_009			
10308	3	characters/luoli/models/luoli_swz_head006		hl001_009			
10309	3	characters/female/models/female_swz_head006b		hl001_010			
10310	3	characters/male/models/male_swz_head006b		hl001_010			
10311	3	characters/luoli/models/luoli_swz_head006b		hl001_010			
10312	3	characters/female/models/female_wz315_head		hl001_001			
10313	3	characters/male/models/male_wz315_head		hl001_001			
10314	3	characters/luoli/models/luoli_wz315_head		hl001_001			
10315	3	characters/female/models/female_wz325_head		hl001_001			
10316	3	characters/male/models/male_wz325_head		hl001_001			
10317	3	characters/luoli/models/luoli_wz325_head		hl001_001			
10318	3	characters/female/models/female_wz316_head		hl001_001			
10319	3	characters/male/models/male_wz316_head		hl001_001			
10320	3	characters/luoli/models/luoli_wz316_head		hl001_001			
10321	3	characters/female/models/female_wz316_head_001		hl001_003			
10322	3	characters/male/models/male_wz316_head_001		hl001_003			
10323	3	characters/luoli/models/luoli_wz316_head_001		hl001_003			
10324	3	characters/female/models/female_zx606_head		hl001_001			
10325	3	characters/male/models/male_zx606_head		hl002_001			
10326	3	characters/luoli/models/luoli_zx606_head		hl001_001			
10327	3	characters/female/models/female_zx605_head		hl001_001			
10328	3	characters/male/models/male_zx605_head		hl001_001			
10329	3	characters/luoli/models/luoli_zx605_head		hl005_001			
10330	3	characters/female/models/female_zx000_head		hl001_001			
10331	3	characters/male/models/male_zx000_head		hl001_001			
10332	3	characters/luoli/models/luoli_zx000_head		hl001_001			
10333	3	characters/female/models/female_wz335_head		hl001_001			
10334	3	characters/male/models/male_wz335_head		hl001_001			
10335	3	characters/luoli/models/luoli_wz335_head		hl001_001			
10336	3	characters/female/models/female_wz335b_head		hl001_011			
10337	3	characters/male/models/male_wz335b_head		hl001_011			
10338	3	characters/luoli/models/luoli_wz335b_head		hl001_011			
10339	3	characters/female/models/female_wz335c_head		hl001_001			
10340	3	characters/male/models/male_wz335c_head		hl001_001			
10341	3	characters/luoli/models/luoli_wz335c_head		hl001_001			
10342	3	characters/female/models/female_jh021_head		hl001_001			
10343	3	characters/luoli/models/luoli_jh021_head		hl001_001			
10344	3	characters/male/models/male_jh021_head		hl001_001			
10345	3	characters/female/models/female_jh022_head		hl001_001			
10346	3	characters/luoli/models/luoli_jh022_head		hl001_001			
10347	3	characters/male/models/male_jh022_head		hl001_001			
10348	3	characters/female/models/female_tg605_head		hl003_001			
10349	3	characters/female/models/female_zf605_head		hl001_001			
10350	3	characters/female/models/female_yj605_head		hl001_001			
10351	3	characters/female/models/female_mf605_head		hl001_001			
10352	3	characters/female/models/female_sm605_head		hl001_001			
10353	3	characters/female/models/female_zy605_head		hl001_001			
10354	3	characters/male/models/male_tg605_head		hl001_001			
10355	3	characters/male/models/male_zf605_head		hl001_001			
10356	3	characters/male/models/male_yj605_head		hl001_001			
10357	3	characters/male/models/male_mf605_head		hl001_001			
10358	3	characters/male/models/male_sm605_head		hl001_001			
10359	3	characters/male/models/male_zy605_head		hl001_001			
10360	3	characters/male/models/male_ly605_head		hl001_001			
10361	3	characters/luoli/models/luoli_yf605_head		hl001_001			
10362	3	characters/female/models/female_tg606_head		hl001_001			
10363	3	characters/female/models/female_zf606_head		hl004_001			
10364	3	characters/female/models/female_yj606_head		hl001_001			
10365	3	characters/female/models/female_mf606_head		hl001_001			
10366	3	characters/female/models/female_sm606_head		hl001_001			
10367	3	characters/female/models/female_zy606_head		hl001_001			
10368	3	characters/male/models/male_tg606_head		hl001_001			
10369	3	characters/male/models/male_zf606_head		hl003_001			
10370	3	characters/male/models/male_yj606_head		hl001_001			
10371	3	characters/male/models/male_mf606_head		hl001_001			
10372	3	characters/male/models/male_sm606_head		hl001_001			
10373	3	characters/male/models/male_zy606_head		hl001_001			
10374	3	characters/male/models/male_ly606_head		hl001_001			
10375	3	characters/luoli/models/luoli_yf606_head		hl001_001			
10376	3	characters/female/models/female_wz006_head		hl001_001			
10377	3	characters/male/models/male_wz006_head		hl001_001			
10378	3	characters/luoli/models/luoli_wz006_head		hl001_001			
10379	3	characters/female/models/female_wz006b_head		hl001_002			
10380	3	characters/male/models/male_wz006b_head		hl001_002			
10381	3	characters/luoli/models/luoli_wz006b_head		hl002_002			
10382	3	characters/female/models/female_wz333_head		hl001_001			
10383	3	characters/male/models/male_wz333_head		hl002_001			
10384	3	characters/luoli/models/luoli_wz333_head		hl001_001			
10385	3	characters/female/models/female_wz333_head2		hl001_001			
10386	3	characters/luoli/models/luoli_wz333_head2		hl001_001			
10387	3	characters/male/models/male_wz333_head2		hl001_001			
10388	3	characters/female/models/female_wz201_head		hl001_001			
10389	3	characters/male/models/male_wz201_head		hl001_001			
10390	3	characters/luoli/models/luoli_wz201_head		hl001_001			
10391	3	characters/female/models/female_wz602_head		hl001_001			
10392	3	characters/male/models/male_wz602_head		hl001_001			
10393	3	characters/luoli/models/luoli_wz602_head		hl001_001			
10394	3	characters/female/models/female_jh012a_head		hl001_001			
10395	3	characters/luoli/models/luoli_jh015_head_100		hl002_001			
10396	3	characters/luoli/models/luoli_jh015_head_200		hl004_001			
10397	3	characters/female/models/female_jh015_head_000		hl001_001			
10398	3	characters/female/models/female_jh015_head_100		hl004_001			
10399	3	characters/female/models/female_wz332_head		hl001_001			
10400	3	characters/male/models/male_wz332_head		hl002_001			
10401	3	characters/luoli/models/luoli_wz332_head		hl001_001			
10402	3	characters/female/models/female_wz332b_head		hl001_009			
10403	3	characters/male/models/male_wz332b_head		hl001_009			
10404	3	characters/luoli/models/luoli_wz332b_head		hl001_009			
10405	3	characters/luoli/models/luoli_ly000_head		hl001_001			
10406	3	characters/luoli/models/luoli_ly605_head		hl001_001			
10407	3	characters/luoli/models/luoli_ly606_head		hl005_001			
10408	3	characters/female/models/female_wz331_head		hl001_001			
10409	3	characters/male/models/male_wz331_head		hl001_001			
10410	3	characters/luoli/models/luoli_wz331_head		hl001_001			
10411	3	characters/luoli/models/luoli_jh302_head		hl001_001			
10412	3	characters/female/models/female_jh024_head		hl001_001			
10413	3	characters/luoli/models/luoli_jh024_head		hl001_001			
10414	3	characters/male/models/male_jh024_head		hl001_001			
10415	3	characters/female/models/female_wz336_head		hl001_001			
10416	3	characters/male/models/male_wz336_head		hl001_001			
10417	3	characters/luoli/models/luoli_wz336_head		hl001_001			
10418	3	characters/female/models/female_wz344_head		hl001_009			
10419	3	characters/male/models/male_wz344_head		hl001_009			
10420	3	characters/luoli/models/luoli_wz344_head		hl001_009			
10421	3	characters/female/models/female_wz344b_head		hl001_001			
10422	3	characters/male/models/male_wz344b_head		hl003_001			
10423	3	characters/luoli/models/luoli_wz344b_head		hl001_001			
10424	3	characters/female/models/female_wz345_head		hl001_001			
10425	3	characters/male/models/male_wz345_head		hl001_001			
10426	3	characters/luoli/models/luoli_wz345_head		hl005_001			
10427	3	characters/female/models/female_wz346_head		hl002_001			
10428	3	characters/male/models/male_wz346_head		hl003_001			
10429	3	characters/luoli/models/luoli_wz346_head		hl002_001			
10430	3	characters/female/models/female_wz334_head		hl001_001			
10431	3	characters/male/models/male_wz334_head		hl001_001			
10432	3	characters/luoli/models/luoli_wz334_head		hl001_001			
10433	3	characters/female/models/female_wz337_head		hl001_001			
10434	3	characters/male/models/male_wz337_head		hl001_001			
10435	3	characters/luoli/models/luoli_wz337_head		hl001_001			
10436	3	characters/female/models/female_wz337b_head		hl001_002			
10437	3	characters/male/models/male_wz337b_head		hl001_002			
10438	3	characters/luoli/models/luoli_wz337b_head		hl002_002			
10439	3	characters/female/models/female_sw003_head		hl001_001			
10440	3	characters/male/models/male_sw003_head		hl001_001			
10441	3	characters/luoli/models/luoli_sw003_head		hl001_001			
10442	3	characters/female/models/female_wz340_head		hl001_001			
10443	3	characters/male/models/male_wz340_head		hl001_001			
10444	3	characters/luoli/models/luoli_wz340_head		hl001_001			
10445	3	characters/female/models/female_wz340b_head		hl001_012			
10446	3	characters/male/models/male_wz340b_head		hl001_012			
10447	3	characters/luoli/models/luoli_wz340b_head		hl001_012			
10448	3	characters/female/models/female_wz340c_head		hl001_013			
10449	3	characters/male/models/male_wz340c_head		hl001_013			
10450	3	characters/luoli/models/luoli_wz340c_head		hl001_013			
10451	3	characters/female/models/female_wz322_head		hl004_001			
10452	3	characters/male/models/male_wz322_head		hl003_001			
10453	3	characters/luoli/models/luoli_wz322_head		hl004_001			
10454	3	characters/female/models/female_jh023_head		hl002_001			
10455	3	characters/luoli/models/luoli_jh023_head		hl005_001			
10456	3	characters/male/models/male_jh023_head		hl001_001			
10457	3	characters/female/models/female_gzw430_head		hl001_014			
10458	3	characters/luoli/models/luoli_gzw430_head		hl001_014			
10459	3	characters/male/models/male_gzw430_head		hl001_014			
10460	3	characters/female/models/female_gzw430b_head		hl001_015			
10461	3	characters/luoli/models/luoli_gzw430b_head		hl001_015			
10462	3	characters/male/models/male_gzw430b_head		hl001_015			
10463	3	characters/female/models/female_wz350_head		hl001_001			
10464	3	characters/male/models/male_wz350_head		hl001_001			
10465	3	characters/luoli/models/luoli_wz350_head		hl001_001			
10466	3	characters/female/models/female_wz343_head		hl001_001			
10467	3	characters/male/models/male_wz343_head		hl001_001			
10468	3	characters/luoli/models/luoli_wz343_head		hl001_001			
10469	3	characters/female/models/female_wz349_head		hl001_001			
10470	3	characters/male/models/male_wz349_head		hl002_001			
10471	3	characters/luoli/models/luoli_wz349_head		hl002_001			
10472	3	characters/female/models/female_wz000_head		hl001_001			
10473	3	characters/male/models/male_wz000_head		hl001_001			
10474	3	characters/luoli/models/luoli_wz000_head		hl001_001			
10475	3	characters/female/models/female_wz353_head		hl001_001			
10476	3	characters/male/models/male_wz353_head		hl001_001			
10477	3	characters/luoli/models/luoli_wz353_head		hl001_001			
10478	3	characters/female/models/female_wz348_head		hl003_001			
10479	3	characters/male/models/male_wz348_head		hl001_001			
10480	3	characters/luoli/models/luoli_wz348_head		hl005_001			
10481	3	characters/female/models/female_wz348b_head		hl001_009			
10482	3	characters/male/models/male_wz348b_head		hl001_009			
10483	3	characters/luoli/models/luoli_wz348b_head		hl001_009			
10484	3	characters/female/models/female_wz000_head001		hl001_001			
10485	3	characters/male/models/male_wz000_head001		hl001_001			
10486	3	characters/luoli/models/luoli_wz000_head001		hl001_001			
10487	3	characters/female/models/female_swz_head007		hl001_016			
10488	3	characters/male/models/male_swz_head007		hl001_016			
10489	3	characters/luoli/models/luoli_swz_head007		hl001_016			
10490	3	characters/female/models/female_swz_head007b		hl001_002			
10491	3	characters/male/models/male_swz_head007b		hl001_002			
10492	3	characters/luoli/models/luoli_swz_head007b		hl002_002			
10493	3	characters/female/models/female_yq000_head		hl001_001			
10494	3	characters/male/models/male_yq000_head		hl001_001			
10495	3	characters/luoli/models/luoli_yq000_head		hl001_001			
10496	3	characters/female/models/female_yq605_head		hl001_001			
10497	3	characters/male/models/male_yq605_head		hl001_001			
10498	3	characters/luoli/models/luoli_yq605_head		hl001_001			
10499	3	characters/female/models/female_jh025_head		hl001_001			
10500	3	characters/male/models/male_jh025_head		hl001_001			
10501	3	characters/luoli/models/luoli_jh025_head		hl001_001			
10502	3	characters/female/models/female_jh025_head100		hl001_001			
10503	3	characters/male/models/male_jh025_head100		hl001_001			
10504	3	characters/luoli/models/luoli_jh025_head100		hl001_001			
10505	3	characters/female/models/female_wz354_heada		hl001_001			
10506	3	characters/male/models/male_wz354_heada		hl001_001			
10507	3	characters/luoli/models/luoli_wz354_heada		hl001_001			
10508	3	characters/female/models/female_wz354_headb		hl001_001			
10509	3	characters/male/models/male_wz354_headb		hl001_001			
10510	3	characters/luoli/models/luoli_wz354_headb		hl001_001			
10511	3	characters/female/models/female_wz356_head		hl001_001			
10512	3	characters/male/models/male_wz356_head		hl002_001			
10513	3	characters/luoli/models/luoli_wz356_head		hl005_001			
10514	3	characters/female/models/female_swz_head008		hl004_012			
10515	3	characters/male/models/male_swz_head008		hl003_012			
10516	3	characters/luoli/models/luoli_swz_head008		hl005_012			
10517	3	characters/female/models/female_swz_head008b		hl004_008			
10518	3	characters/male/models/male_swz_head008b		hl003_008			
10519	3	characters/luoli/models/luoli_swz_head008b		hl005_008			
10520	3	characters/female/models/female_wz347_head_1		hl001_001			
10521	3	characters/male/models/male_wz347_head		hl002_001			
10522	3	characters/luoli/models/luoli_wz347_head_1		hl002_001			
10523	3	characters/female/models/female_wz347_head_2		hl001_001			
10524	3	characters/luoli/models/luoli_wz347_head_2		hl002_001			
10525	3	characters/female/models/female_wz347b_head_1		hl001_002			
10526	3	characters/male/models/male_wz347b_head		hl001_002			
10527	3	characters/luoli/models/luoli_wz347b_head_1		hl002_002			
10528	3	characters/female/models/female_wz347b_head_2		hl001_002			
10529	3	characters/luoli/models/luoli_wz347b_head_2		hl002_002			
10530	3	characters/female/models/female_wz342_head		hl001_001			
10531	3	characters/female/models/female_wz342_headb		hl001_001			
10532	3	characters/luoli/models/luoli_wz342_head		hl001_001			
10533	3	characters/luoli/models/luoli_wz342_headb		hl001_001			
10534	3	characters/male/models/male_wz342_heada		hl001_001			
10535	3	characters/male/models/male_wz342_headb		hl001_001			
10536	3	characters/female/models/female_jh025_head200		hl001_001			
10537	3	characters/male/models/male_jh025_head200		hl001_001			
10538	3	characters/luoli/models/luoli_jh025_head200		hl001_001			
10539	3	characters/female/models/female_gzw453_head		hl001_001			
10540	3	characters/male/models/male_gzw453_head		hl001_001			
10541	3	characters/luoli/models/luoli_gzw453_head		hl001_001			
10542	3	characters/female/models/female_gzw453b_head		hl001_002			
10543	3	characters/male/models/male_gzw453b_head		hl001_002			
10544	3	characters/luoli/models/luoli_gzw453b_head		hl002_002			
10545	3	characters/female/models/female_wz351_heada		hl001_001			
10546	3	characters/female/models/female_wz351_headb		hl001_001			
10547	3	characters/luoli/models/luoli_wz351_heada		hl001_001			
10548	3	characters/luoli/models/luoli_wz351_headb		hl001_001			
10549	3	characters/male/models/male_wz351_heada		hl001_001			
10550	3	characters/male/models/male_wz351_headb		hl001_001			
10551	3	characters/female/models/female_wz351_headc		hl001_010			
10552	3	characters/female/models/female_wz351_headd		hl001_010			
10553	3	characters/luoli/models/luoli_wz351_headc		hl001_010			
10554	3	characters/luoli/models/luoli_wz351_headd		hl001_010			
10555	3	characters/male/models/male_wz351_headc		hl001_010			
10556	3	characters/male/models/male_wz351_headd		hl001_010			
10557	3	characters/female/models/female_wz341_head		hl001_001			
10558	3	characters/male/models/male_wz341_head		hl001_001			
10559	3	characters/luoli/models/luoli_wz341_head		hl001_001			
10560	3	characters/female/models/female_wz357_head		hl001_001			
10561	3	characters/male/models/male_wz357_head		hl001_001			
10562	3	characters/luoli/models/luoli_wz357_head		hl005_001			
10563	3	characters/female/models/female_wz357_headb		hl001_002			
10564	3	characters/male/models/male_wz357_headb		hl001_002			
10565	3	characters/luoli/models/luoli_wz357_headb		hl002_002			
