ID	model_path	model_texture	model_parts	model_priority
male_jh301_leg_000d	characters/male/models/male_jh301_leg.model	characters/male/textures/male_jh301_leg_000d.dds	7	
female_jh301_head_001d	characters/female/models/female_jh301_head.model	characters/female/textures/female_jh301_head_001d.dds	3	
female_jh301_body_001d	characters/female/models/female_jh301_body.model	characters/female/textures/female_jh301_body_001d.dds	5	
female_jh301_arm_001d	characters/female/models/female_jh301_arm.model	characters/female/textures/female_jh301_arm_001d.dds	6	
female_jh301_leg_001d	characters/female/models/female_jh301_leg.model	characters/female/textures/female_jh301_leg_001d.dds	7	
male_jh301_head_001d	characters/male/models/male_jh301_head.model	characters/male/textures/male_jh301_head_001d.dds	3	
male_jh301_body_001d	characters/male/models/male_jh301_body.model	characters/male/textures/male_jh301_body_001d.dds	5	
male_jh301_arm_001d	characters/male/models/male_jh301_arm.model	characters/male/textures/male_jh301_arm_001d.dds	6	
male_jh301_leg_001d	characters/male/models/male_jh301_leg.model	characters/male/textures/male_jh301_leg_001d.dds	7	
female_jh301_head_002d	characters/female/models/female_jh301_head.model	characters/female/textures/female_jh301_head_002d.dds	3	
female_jh301_body_002d	characters/female/models/female_jh301_body.model	characters/female/textures/female_jh301_body_002d.dds	5	
female_jh301_arm_002d	characters/female/models/female_jh301_arm.model	characters/female/textures/female_jh301_arm_002d.dds	6	
female_jh301_leg_002d	characters/female/models/female_jh301_leg.model	characters/female/textures/female_jh301_leg_002d.dds	7	
male_jh301_head_002d	characters/male/models/male_jh301_head.model		3	
male_jh301_body_002d	characters/male/models/male_jh301_body.model	characters/male/textures/male_jh301_body_002d.dds	5	
male_jh301_arm_002d	characters/male/models/male_jh301_arm.model	characters/male/textures/male_jh301_arm_002d.dds	6	
male_jh301_leg_002d	characters/male/models/male_jh301_leg.model	characters/male/textures/male_jh301_leg_002d.dds	7	
female_jh301_head_003d	characters/female/models/female_jh301_head.model	characters/female/textures/female_jh301_head_003d.dds	3	
female_jh301_body_003d	characters/female/models/female_jh301_body.model	characters/female/textures/female_jh301_body_003d.dds	5	
female_jh301_arm_003d	characters/female/models/female_jh301_arm.model	characters/female/textures/female_jh301_arm_003d.dds	6	
female_jh301_leg_003d	characters/female/models/female_jh301_leg.model	characters/female/textures/female_jh301_leg_003d.dds	7	
male_jh301_head_003d	characters/male/models/male_jh301_head.model	characters/male/textures/male_jh301_head_003d.dds	3	
male_jh301_body_003d	characters/male/models/male_jh301_body.model	characters/male/textures/male_jh301_body_003d.dds	5	
male_jh301_arm_003d	characters/male/models/male_jh301_arm.model	characters/male/textures/male_jh301_arm_003d.dds	6	
male_jh301_leg_003d	characters/male/models/male_jh301_leg.model	characters/male/textures/male_jh301_leg_003d.dds	7	
female_jh301_head_004d	characters/female/models/female_jh301_head.model	characters/female/textures/female_jh301_head_004d.dds	3	
female_jh301_body_004d	characters/female/models/female_jh301_body.model	characters/female/textures/female_jh301_body_004d.dds	5	
female_jh301_arm_004d	characters/female/models/female_jh301_arm.model	characters/female/textures/female_jh301_arm_004d.dds	6	
female_jh301_leg_004d	characters/female/models/female_jh301_leg.model	characters/female/textures/female_jh301_leg_004d.dds	7	
male_jh301_head_004d	characters/male/models/male_jh301_head.model	characters/male/textures/male_jh301_head_004d.dds	3	
male_jh301_body_004d	characters/male/models/male_jh301_body.model	characters/male/textures/male_jh301_body_004d.dds	5	
male_jh301_arm_004d	characters/male/models/male_jh301_arm.model	characters/male/textures/male_jh301_arm_004d.dds	6	
male_jh301_leg_004d	characters/male/models/male_jh301_leg.model	characters/male/textures/male_jh301_leg_004d.dds	7	
female_jh301_head_005d	characters/female/models/female_jh301_head.model	characters/female/textures/female_jh301_head_005d.dds	3	
female_jh301_body_005d	characters/female/models/female_jh301_body.model	characters/female/textures/female_jh301_body_005d.dds	5	
female_jh301_arm_005d	characters/female/models/female_jh301_arm.model	characters/female/textures/female_jh301_arm_005d.dds	6	
female_jh301_leg_005d	characters/female/models/female_jh301_leg.model	characters/female/textures/female_jh301_leg_005d.dds	7	
male_jh301_head_005d	characters/male/models/male_jh301_head.model	characters/male/textures/male_jh301_head_005d.dds	3	
male_jh301_body_005d	characters/male/models/male_jh301_body.model	characters/male/textures/male_jh301_body_005d.dds	5	
male_jh301_arm_005d	characters/male/models/male_jh301_arm.model	characters/male/textures/male_jh301_arm_005d.dds	6	
male_jh301_leg_005d	characters/male/models/male_jh301_leg.model	characters/male/textures/male_jh301_leg_005d.dds	7	
female_jh302_head_000d	characters/female/models/female_jh302_head.model		3	
female_jh302_body_000d	characters/female/models/female_jh302_body.model	characters/female/textures/female_jh302_body_000d.dds	5	
female_jh302_arm_000d	characters/female/models/female_jh302_arm.model	characters/female/textures/female_jh302_arm_000d.dds	6	
female_jh302_leg_000d	characters/female/models/female_jh302_leg.model	characters/female/textures/female_jh302_leg_000d.dds	7	
male_jh302_head_000d	characters/male/models/male_jh302_head.model	characters/male/textures/male_jh302_head_000d.dds	3	
male_jh302_body_000d	characters/male/models/male_jh302_body.model	characters/male/textures/male_jh302_body_000d.dds	5	
male_jh302_arm_000d	characters/male/models/male_jh302_arm.model	characters/male/textures/male_jh302_arm_000d.dds	6	
male_jh302_leg_000d	characters/male/models/male_jh302_leg.model	characters/male/textures/male_jh302_leg_000d.dds	7	
female_jh302_head_001d	characters/female/models/female_jh302_head.model	characters/female/textures/female_jh302_head_001d.dds	3	
female_jh302_body_001d	characters/female/models/female_jh302_body.model	characters/female/textures/female_jh302_body_001d.dds	5	
female_jh302_arm_001d	characters/female/models/female_jh302_arm.model	characters/female/textures/female_jh302_arm_001d.dds	6	
female_jh302_leg_001d	characters/female/models/female_jh302_leg.model	characters/female/textures/female_jh302_leg_001d.dds	7	
male_jh302_head_001d	characters/male/models/male_jh302_head.model	characters/male/textures/male_jh302_head_001d.dds	3	
male_jh302_body_001d	characters/male/models/male_jh302_body.model	characters/male/textures/male_jh302_body_001d.dds	5	
male_jh302_arm_001d	characters/male/models/male_jh302_arm.model	characters/male/textures/male_jh302_arm_001d.dds	6	
male_jh302_leg_001d	characters/male/models/male_jh302_leg.model	characters/male/textures/male_jh302_leg_001d.dds	7	
female_jh302_head_002d	characters/female/models/female_jh302_head.model	characters/female/textures/female_jh302_head_002d.dds	3	
female_jh302_body_002d	characters/female/models/female_jh302_body.model	characters/female/textures/female_jh302_body_002d.dds	5	
female_jh302_arm_002d	characters/female/models/female_jh302_arm.model	characters/female/textures/female_jh302_arm_002d.dds	6	
female_jh302_leg_002d	characters/female/models/female_jh302_leg.model	characters/female/textures/female_jh302_leg_002d.dds	7	
male_jh302_head_002d	characters/male/models/male_jh302_head.model	characters/male/textures/male_jh302_head_002d.dds	3	
male_jh302_body_002d	characters/male/models/male_jh302_body.model	characters/male/textures/male_jh302_body_002d.dds	5	
male_jh302_arm_002d	characters/male/models/male_jh302_arm.model	characters/male/textures/male_jh302_arm_002d.dds	6	
male_jh302_leg_002d	characters/male/models/male_jh302_leg.model	characters/male/textures/male_jh302_leg_002d.dds	7	
female_jh302_head_003d	characters/female/models/female_jh302_head.model	characters/female/textures/female_jh302_head_003d.dds	3	
female_jh302_body_003d	characters/female/models/female_jh302_body.model	characters/female/textures/female_jh302_body_003d.dds	5	
female_jh302_arm_003d	characters/female/models/female_jh302_arm.model	characters/female/textures/female_jh302_arm_003d.dds	6	
female_jh302_leg_003d	characters/female/models/female_jh302_leg.model	characters/female/textures/female_jh302_leg_003d.dds	7	
male_jh302_head_003d	characters/male/models/male_jh302_head.model	characters/male/textures/male_jh302_head_003d.dds	3	
male_jh302_body_003d	characters/male/models/male_jh302_body.model	characters/male/textures/male_jh302_body_003d.dds	5	
male_jh302_arm_003d	characters/male/models/male_jh302_arm.model	characters/male/textures/male_jh302_arm_003d.dds	6	
male_jh302_leg_003d	characters/male/models/male_jh302_leg.model	characters/male/textures/male_jh302_leg_003d.dds	7	
female_jh302_head_004d	characters/female/models/female_jh302_head.model	characters/female/textures/female_jh302_head_004d.dds	3	
female_jh302_body_004d	characters/female/models/female_jh302_body.model	characters/female/textures/female_jh302_body_004d.dds	5	
female_jh302_arm_004d	characters/female/models/female_jh302_arm.model	characters/female/textures/female_jh302_arm_004d.dds	6	
female_jh302_leg_004d	characters/female/models/female_jh302_leg.model	characters/female/textures/female_jh302_leg_004d.dds	7	
male_jh302_head_004d	characters/male/models/male_jh302_head.model	characters/male/textures/male_jh302_head_004d.dds	3	
male_jh302_body_004d	characters/male/models/male_jh302_body.model	characters/male/textures/male_jh302_body_004d.dds	5	
male_jh302_arm_004d	characters/male/models/male_jh302_arm.model	characters/male/textures/male_jh302_arm_004d.dds	6	
male_jh302_leg_004d	characters/male/models/male_jh302_leg.model	characters/male/textures/male_jh302_leg_004d.dds	7	
female_jh302_head_005d	characters/female/models/female_jh302_head.model	characters/female/textures/female_jh302_head_005d.dds	3	
female_jh302_body_005d	characters/female/models/female_jh302_body.model	characters/female/textures/female_jh302_body_005d.dds	5	
female_jh302_arm_005d	characters/female/models/female_jh302_arm.model	characters/female/textures/female_jh302_arm_005d.dds	6	
female_jh302_leg_005d	characters/female/models/female_jh302_leg.model	characters/female/textures/female_jh302_leg_005d.dds	7	
male_jh302_head_005d	characters/male/models/male_jh302_head.model	characters/male/textures/male_jh302_head_005d.dds	3	
male_jh302_body_005d	characters/male/models/male_jh302_body.model	characters/male/textures/male_jh302_body_005d.dds	5	
male_jh302_arm_005d	characters/male/models/male_jh302_arm.model	characters/male/textures/male_jh302_arm_005d.dds	6	
male_jh302_leg_005d	characters/male/models/male_jh302_leg.model	characters/male/textures/male_jh302_leg_005d.dds	7	
female_jh303_head_000d	characters/female/models/female_jh303_head.model		3	
female_jh303_body_000d	characters/female/models/female_jh303_body.model	characters/female/textures/female_jh303_body_000d.dds	5	
female_jh303_arm_000d	characters/female/models/female_jh303_arm.model	characters/female/textures/female_jh303_arm_000d.dds	6	
female_jh303_leg_000d	characters/female/models/female_jh303_leg.model	characters/female/textures/female_jh303_leg_000d.dds	7	
male_jh303_head_000d	characters/male/models/male_jh303_head.model		3	
male_jh303_body_000d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_000d.dds	5	
male_jh303_arm_000d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_000d.dds	6	
male_jh303_leg_000d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_000d.dds	7	
female_jh303_head_001d	characters/female/models/female_jh303_head.model	characters/female/textures/female_jh303_head_001d.dds	3	
female_jh303_body_001d	characters/female/models/female_jh303_body.model	characters/female/textures/female_jh303_body_001d.dds	5	
female_jh303_arm_001d	characters/female/models/female_jh303_arm.model	characters/female/textures/female_jh303_arm_001d.dds	6	
female_jh303_leg_001d	characters/female/models/female_jh303_leg.model	characters/female/textures/female_jh303_leg_001d.dds	7	
male_jh303_head_001d	characters/male/models/male_jh303_head.model	characters/male/textures/male_jh303_head_001d.dds	3	
male_jh303_body_001d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_001d.dds	5	
male_jh303_arm_001d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_001d.dds	6	
male_jh303_leg_001d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_001d.dds	7	
female_jh303_head_002d	characters/female/models/female_jh303_head.model	characters/female/textures/female_jh303_head_002d.dds	3	
female_jh303_body_002d	characters/female/models/female_jh303_body.model	characters/female/textures/female_jh303_body_002d.dds	5	
female_jh303_arm_002d	characters/female/models/female_jh303_arm.model	characters/female/textures/female_jh303_arm_002d.dds	6	
female_jh303_leg_002d	characters/female/models/female_jh303_leg.model	characters/female/textures/female_jh303_leg_002d.dds	7	
male_jh303_head_002d	characters/male/models/male_jh303_head.model	characters/male/textures/male_jh303_head_002d.dds	3	
male_jh303_body_002d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_002d.dds	5	
male_jh303_arm_002d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_002d.dds	6	
male_jh303_leg_002d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_002d.dds	7	
female_jh303_head_003d	characters/female/models/female_jh303_head.model	characters/female/textures/female_jh303_head_003d.dds	3	
female_jh303_body_003d	characters/female/models/female_jh303_body.model	characters/female/textures/female_jh303_body_003d.dds	5	
female_jh303_arm_003d	characters/female/models/female_jh303_arm.model	characters/female/textures/female_jh303_arm_003d.dds	6	
female_jh303_leg_003d	characters/female/models/female_jh303_leg.model	characters/female/textures/female_jh303_leg_003d.dds	7	
male_jh303_head_003d	characters/male/models/male_jh303_head.model	characters/male/textures/male_jh303_head_003d.dds	3	
male_jh303_body_003d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_003d.dds	5	
male_jh303_arm_003d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_003d.dds	6	
male_jh303_leg_003d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_003d.dds	7	
female_jh303_head_004d	characters/female/models/female_jh303_head.model	characters/female/textures/female_jh303_head_004d.dds	3	
female_jh303_body_004d	characters/female/models/female_jh303_body.model	characters/female/textures/female_jh303_body_004d.dds	5	
female_jh303_arm_004d	characters/female/models/female_jh303_arm.model	characters/female/textures/female_jh303_arm_004d.dds	6	
female_jh303_leg_004d	characters/female/models/female_jh303_leg.model	characters/female/textures/female_jh303_leg_004d.dds	7	
male_jh303_head_004d	characters/male/models/male_jh303_head.model	characters/male/textures/male_jh303_head_004d.dds	3	
male_jh303_body_004d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_004d.dds	5	
male_jh303_arm_004d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_004d.dds	6	
male_jh303_leg_004d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_004d.dds	7	
female_jh303_head_005d	characters/female/models/female_jh303_head.model	characters/female/textures/female_jh303_head_005d.dds	3	
female_jh303_body_005d	characters/female/models/female_jh303_body.model	characters/female/textures/female_jh303_body_005d.dds	5	
female_jh303_arm_005d	characters/female/models/female_jh303_arm.model	characters/female/textures/female_jh303_arm_005d.dds	6	
female_jh303_leg_005d	characters/female/models/female_jh303_leg.model	characters/female/textures/female_jh303_leg_005d.dds	7	
male_jh303_head_005d	characters/male/models/male_jh303_head.model	characters/male/textures/male_jh303_head_005d.dds	3	
male_jh303_body_005d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_005d.dds	5	
male_jh303_arm_005d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_005d.dds	6	
male_jh303_leg_005d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_005d.dds	7	
male_jh303_head_006d	characters/male/models/male_jh303_head.model	characters/male/textures/male_jh303_head_006d.dds	3	
male_jh303_body_006d	characters/male/models/male_jh303_body.model	characters/male/textures/male_jh303_body_006d.dds	5	
male_jh303_arm_006d	characters/male/models/male_jh303_arm.model	characters/male/textures/male_jh303_arm_006d.dds	6	
male_jh303_leg_006d	characters/male/models/male_jh303_leg.model	characters/male/textures/male_jh303_leg_006d.dds	7	
luoli_jh303_head_006d	characters/luoli/models/luoli_jh003_head.model	characters/luoli/textures/luoli_jh003_head_008d.dds	3	
luoli_jh303_body_006d	characters/luoli/models/luoli_jh003_body.model	characters/luoli/textures/luoli_jh003_body_008d.dds	5	
luoli_jh303_arm_006d	characters/luoli/models/luoli_jh003_arm.model	characters/luoli/textures/luoli_jh003_arm_008d.dds	6	
luoli_jh303_leg_006d	characters/luoli/models/luoli_jh003_leg.model	characters/luoli/textures/luoli_jh003_leg_008d.dds	7	
luoli_jh303_head_007d	characters/luoli/models/luoli_jh003_head.model	characters/luoli/textures/luoli_jh003_head_006d.dds	3	
luoli_jh303_body_007d	characters/luoli/models/luoli_jh003_body.model	characters/luoli/textures/luoli_jh003_body_006d.dds	5	
luoli_jh303_arm_007d	characters/luoli/models/luoli_jh003_arm.model	characters/luoli/textures/luoli_jh003_arm_006d.dds	6	
luoli_jh303_leg_007d	characters/luoli/models/luoli_jh003_leg.model	characters/luoli/textures/luoli_jh003_leg_006d.dds	7	
female_jh001_head_003d	characters/female/models/female_jh001_head.model	characters/female/textures/female_jh001_head_003d.dds	3	
female_jh001_body_003d	characters/female/models/female_jh001_body.model	characters/female/textures/female_jh001_body_003d.dds	5	
female_jh001_arm_003d	characters/female/models/female_jh001_arm.model	characters/female/textures/female_jh001_arm_003d.dds	6	
female_jh001_leg_003d	characters/female/models/female_jh001_leg.model	characters/female/textures/female_jh001_leg_003d.dds	7	
male_jh001_head_003d	characters/male/models/male_jh001_head.model	characters/male/textures/male_jh001_head_003d.dds	3	
male_jh001_body_003d	characters/male/models/male_jh001_body.model	characters/male/textures/male_jh001_body_003d.dds	5	
male_jh001_arm_003d	characters/male/models/male_jh001_arm.model	characters/male/textures/male_jh001_arm_003d.dds	6	
male_jh001_leg_003d	characters/male/models/male_jh001_leg.model	characters/male/textures/male_jh001_leg_003d.dds	7	
female_jh001_head_004d	characters/female/models/female_jh001_head.model	characters/female/textures/female_jh001_head_004d.dds	3	
female_jh001_body_004d	characters/female/models/female_jh001_body.model	characters/female/textures/female_jh001_body_004d.dds	5	
female_jh001_arm_004d	characters/female/models/female_jh001_arm.model	characters/female/textures/female_jh001_arm_004d.dds	6	
female_jh001_leg_004d	characters/female/models/female_jh001_leg.model	characters/female/textures/female_jh001_leg_004d.dds	7	
male_jh001_head_004d	characters/male/models/male_jh001_head.model	characters/male/textures/male_jh001_head_004d.dds	3	
male_jh001_body_004d	characters/male/models/male_jh001_body.model	characters/male/textures/male_jh001_body_004d.dds	5	
male_jh001_arm_004d	characters/male/models/male_jh001_arm.model	characters/male/textures/male_jh001_arm_004d.dds	6	
male_jh001_leg_004d	characters/male/models/male_jh001_leg.model	characters/male/textures/male_jh001_leg_004d.dds	7	
female_djl000_head_000d	characters/female/models/female_djl000_head.model		3	
female_djl000_body_000d	characters/female/models/female_djl000_body.model	characters/female/textures/female_djl000_body_000d.dds	5	
female_djl000_arm_000d	characters/female/models/female_djl000_arm.model	characters/female/textures/female_djl000_arm_000d.dds	6	
female_djl000_leg_000d	characters/female/models/female_djl000_leg.model	characters/female/textures/female_djl000_leg_000d.dds	7	
male_djl000_head_000d	characters/male/models/male_djl000_head.model		3	
male_djl000_body_000d	characters/male/models/male_djl000_body.model	characters/male/textures/male_djl000_body_000d.dds	5	
male_djl000_arm_000d	characters/male/models/male_djl000_arm.model	characters/male/textures/male_djl000_arm_000d.dds	6	
male_djl000_leg_000d	characters/male/models/male_djl000_leg.model	characters/male/textures/male_djl000_leg_000d.dds	7	
female_jh009_head_003d	characters/female/models/female_jh009_head.model	characters/female/textures/female_jh009_head_002d.dds	3	
female_jh009_body_003d	characters/female/models/female_jh009_body.model	characters/female/textures/female_jh009_body_003d.dds	5	
female_jh009_arm_003d	characters/female/models/female_jh009_arm.model	characters/female/textures/female_jh009_arm_003d.dds	6	
female_jh009_leg_003d	characters/female/models/female_jh009_leg.model	characters/female/textures/female_jh009_leg_003d.dds	7	
male_jh009_head_003d	characters/male/models/male_jh009_head.model		3	
male_jh009_body_003d	characters/male/models/male_jh009_body.model	characters/male/textures/male_jh009_body_003d.dds	5	
male_jh009_arm_003d	characters/male/models/male_jh009_arm.model	characters/male/textures/male_jh009_arm_003d.dds	6	
male_jh009_leg_003d	characters/male/models/male_jh009_leg.model	characters/male/textures/male_jh009_leg_003d.dds	7	
female_jh008_head_003d	characters/female/models/female_jh008_head.model	characters/female/textures/female_jh008_head_003d.dds	3	
female_jh008_body_003d	characters/female/models/female_jh008_body.model	characters/female/textures/female_jh008_body_003d.dds	5	
female_jh008_arm_003d	characters/female/models/female_jh008_arm.model	characters/female/textures/female_jh008_arm_003d.dds	6	
female_jh008_leg_003d	characters/female/models/female_jh008_leg.model	characters/female/textures/female_jh008_leg_003d.dds	7	
male_jh008_head_003d	characters/male/models/male_jh008_head.model	characters/male/textures/male_jh008_head_003d.dds	3	
male_jh008_body_003d	characters/male/models/male_jh008_body.model	characters/male/textures/male_jh008_body_003d.dds	5	
male_jh008_arm_003d	characters/male/models/male_jh008_arm.model	characters/male/textures/male_jh008_arm_003d.dds	6	
male_jh008_leg_003d	characters/male/models/male_jh008_leg.model	characters/male/textures/male_jh008_leg_003d.dds	7	
female_jh010_head_200d	characters/female/models/female_jh010_head.model	characters/female/textures/female_jh010_head_200d.dds	3	
female_jh010_body_200d	characters/female/models/female_jh010_body.model	characters/female/textures/female_jh010_body_200d.dds	5	
female_jh010_arm_200d	characters/female/models/female_jh010_arm.model	characters/female/textures/female_jh010_arm_200d.dds	6	
female_jh010_leg_200d	characters/female/models/female_jh010_leg.model	characters/female/textures/female_jh010_leg_200d.dds	7	
male_jh010_head_200d	characters/male/models/male_jh010_head.model	characters/male/textures/male_jh010_head_200d.dds	3	
male_jh010_body_200d	characters/male/models/male_jh010_body.model	characters/male/textures/male_jh010_body_200d.dds	5	
male_jh010_arm_200d	characters/male/models/male_jh010_arm.model	characters/male/textures/male_jh010_arm_200d.dds	6	
male_jh010_leg_200d	characters/male/models/male_jh010_leg.model	characters/male/textures/male_jh010_leg_200d.dds	7	
female_jh010_head_201d	characters/female/models/female_jh010_head.model	characters/female/textures/female_jh010_head_201d.dds	3	
female_jh010_body_201d	characters/female/models/female_jh010_body.model	characters/female/textures/female_jh010_body_201d.dds	5	
female_jh010_arm_201d	characters/female/models/female_jh010_arm.model	characters/female/textures/female_jh010_arm_201d.dds	6	
female_jh010_leg_201d	characters/female/models/female_jh010_leg.model	characters/female/textures/female_jh010_leg_201d.dds	7	
male_jh010_head_201d	characters/male/models/male_jh010_head.model	characters/male/textures/male_jh010_head_201d.dds	3	
male_jh010_body_201d	characters/male/models/male_jh010_body.model	characters/male/textures/male_jh010_body_201d.dds	5	
male_jh010_arm_201d	characters/male/models/male_jh010_arm.model	characters/male/textures/male_jh010_arm_201d.dds	6	
male_jh010_leg_201d	characters/male/models/male_jh010_leg.model	characters/male/textures/male_jh010_leg_201d.dds	7	
female_jh010_head_202d	characters/female/models/female_jh010_head.model	characters/female/textures/female_jh010_head_202d.dds	3	
female_jh010_body_202d	characters/female/models/female_jh010_body.model	characters/female/textures/female_jh010_body_202d.dds	5	
female_jh010_arm_202d	characters/female/models/female_jh010_arm.model	characters/female/textures/female_jh010_arm_202d.dds	6	
female_jh010_leg_202d	characters/female/models/female_jh010_leg.model	characters/female/textures/female_jh010_leg_202d.dds	7	
male_jh010_head_202d	characters/male/models/male_jh010_head.model	characters/male/textures/male_jh010_head_202d.dds	3	
male_jh010_body_202d	characters/male/models/male_jh010_body.model	characters/male/textures/male_jh010_body_202d.dds	5	
male_jh010_arm_202d	characters/male/models/male_jh010_arm.model	characters/male/textures/male_jh010_arm_202d.dds	6	
male_jh010_leg_202d	characters/male/models/male_jh010_leg.model	characters/male/textures/male_jh010_leg_202d.dds	7	
female_jh000_head_100d	characters/female/models/female_jh000_head.model		3	
female_jh000_body_100d	characters/female/models/female_jh000_body.model	characters/female/textures/female_jh000_body_100d.dds	5	
female_jh000_arm_100d	characters/female/models/female_jh000_arm.model	characters/female/textures/female_jh000_arm_100d.dds	6	
female_jh000_leg_100d	characters/female/models/female_jh000_leg.model	characters/female/textures/female_jh000_leg_100d.dds	7	
male_jh000_head_100d	characters/male/models/male_jh000_head.model		3	
male_jh000_body_100d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_100d.dds	5	
male_jh000_arm_100d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_100d.dds	6	
male_jh000_leg_100d	characters/male/models/male_jh000_leg.model	characters/male/textures/male_jh000_leg_100d.dds	7	
female_jh000_head_101d	characters/female/models/female_jh000_head.model		3	
female_jh000_body_101d	characters/female/models/female_jh000_body.model	characters/female/textures/female_jh000_body_101d.dds	5	
female_jh000_arm_101d	characters/female/models/female_jh000_arm.model	characters/female/textures/female_jh000_arm_101d.dds	6	
female_jh000_leg_101d	characters/female/models/female_jh000_leg.model	characters/female/textures/female_jh000_leg_101d.dds	7	
male_jh000_head_101d	characters/male/models/male_jh000_head.model		3	
male_jh000_body_101d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_101d.dds	5	
male_jh000_arm_101d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_101d.dds	6	
male_jh000_leg_101d	characters/male/models/male_jh000_leg.model	characters/male/textures/male_jh000_leg_101d.dds	7	
female_jh000_head_102d	characters/female/models/female_jh000_head.model		3	
female_jh000_body_102d	characters/female/models/female_jh000_body.model	characters/female/textures/female_jh000_body_102d.dds	5	
female_jh000_arm_102d	characters/female/models/female_jh000_arm.model	characters/female/textures/female_jh000_arm_102d.dds	6	
female_jh000_leg_102d	characters/female/models/female_jh000_leg.model	characters/female/textures/female_jh000_leg_102d.dds	7	
male_jh000_head_102d	characters/male/models/male_jh000_head.model		3	
male_jh000_body_102d	characters/male/models/male_jh000_body.model	characters/male/textures/male_jh000_body_102d.dds	5	
male_jh000_arm_102d	characters/male/models/male_jh000_arm.model	characters/male/textures/male_jh000_arm_102d.dds	6	
male_jh000_leg_102d	characters/male/models/male_jh000_leg.model	characters/male/textures/male_jh000_leg_102d.dds	7	
female_jh001_head_100d	characters/female/models/female_jh001_head.model		3	
female_jh001_body_100d	characters/female/models/female_jh001_body.model	characters/female/textures/female_jh001_body_100d.dds	5	
female_jh001_arm_100d	characters/female/models/female_jh001_arm.model	characters/female/textures/female_jh001_arm_100d.dds	6	
female_jh001_leg_100d	characters/female/models/female_jh001_leg.model	characters/female/textures/female_jh001_leg_100d.dds	7	
male_jh001_head_100d	characters/male/models/male_jh001_head.model		3	
male_jh001_body_100d	characters/male/models/male_jh001_body.model	characters/male/textures/male_jh001_body_100d.dds	5	
male_jh001_arm_100d	characters/male/models/male_jh001_arm.model	characters/male/textures/male_jh001_arm_100d.dds	6	
male_jh001_leg_100d	characters/male/models/male_jh001_leg.model	characters/male/textures/male_jh001_leg_100d.dds	7	
female_jh001_head_101d	characters/female/models/female_jh001_head.model		3	
female_jh001_body_101d	characters/female/models/female_jh001_body.model	characters/female/textures/female_jh001_body_101d.dds	5	
female_jh001_arm_101d	characters/female/models/female_jh001_arm.model	characters/female/textures/female_jh001_arm_101d.dds	6	
female_jh001_leg_101d	characters/female/models/female_jh001_leg.model	characters/female/textures/female_jh001_leg_101d.dds	7	
male_jh001_head_101d	characters/male/models/male_jh001_head.model		3	
male_jh001_body_101d	characters/male/models/male_jh001_body.model	characters/male/textures/male_jh001_body_101d.dds	5	
male_jh001_arm_101d	characters/male/models/male_jh001_arm.model	characters/male/textures/male_jh001_arm_101d.dds	6	
male_jh001_leg_101d	characters/male/models/male_jh001_leg.model	characters/male/textures/male_jh001_leg_101d.dds	7	
female_jh001_head_102d	characters/female/models/female_jh001_head.model		3	
female_jh001_body_102d	characters/female/models/female_jh001_body.model	characters/female/textures/female_jh001_body_102d.dds	5	
female_jh001_arm_102d	characters/female/models/female_jh001_arm.model	characters/female/textures/female_jh001_arm_102d.dds	6	
female_jh001_leg_102d	characters/female/models/female_jh001_leg.model	characters/female/textures/female_jh001_leg_102d.dds	7	
male_jh001_head_102d	characters/male/models/male_jh001_head.model		3	
male_jh001_body_102d	characters/male/models/male_jh001_body.model	characters/male/textures/male_jh001_body_102d.dds	5	
male_jh001_arm_102d	characters/male/models/male_jh001_arm.model	characters/male/textures/male_jh001_arm_102d.dds	6	
male_jh001_leg_102d	characters/male/models/male_jh001_leg.model	characters/male/textures/male_jh001_leg_102d.dds	7	
female_jh002_head_100d	characters/female/models/female_jh002_head.model		3	
female_jh002_body_100d	characters/female/models/female_jh002_body.model	characters/female/textures/female_jh002_body_100d.dds	5	
