ID	tattoo_type	gender	res	x	y	mirror	opacity	icon	isPlayer	isGoods	skeleton_mask	name
190	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_008	0	0.083			t008			4	
191	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_009	0.376	0.124			t009			4	
192	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_010	0	0.083			t010			4	
193	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_011	0	0.083			t011			4	
194	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_012	0	0.083			t012			4	
195	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_013	0.4375	0.212			t013			4	
196	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_014	0.688	0.351			t014f			4	
197	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_015	0.688	0.351			t015f			4	
198	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_016	0.25	0.197			t016f			4	
199	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_017	0.4685	0.252			t017f			4	
200	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_018	0.223	0.3195			t018f			4	
201	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_019	0.223	0.3195			t019f			4	
202	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_020	0.25	0.225			t020f			4	
203	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_021	0.688	0.351			t021f			4	
204	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_022	0.25	0.225			t022f			4	
205	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_023	0.55	0.293			t023f			4	
206	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_024	0.223	0.3195			t024f			4	
207	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_025	0.25	0.197			t025f			4	
208	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_026	0.206	0.402	1		t027f		1	4	
209	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl004_002	0	0			female_morphface000			4	
210	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl005_001	0	0			female_morphface000			4	
211	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_010	0.235	0.235	1		luoli_eyebrow_010	0	1	4	
212	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_011	0.235	0.235	1		luoli_eyebrow_011		1	4	
213	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_012	0.235	0.235	1		luoli_eyebrow_012		1	4	
214	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_013	0.235	0.235	1		luoli_eyebrow_013		1	4	
215	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_014	0.235	0.235	1		luoli_eyebrow_014		1	4	
216	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_015	0.235	0.235	1		luoli_eyebrow_015		1	4	
217	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_016	0.235	0.235	1		luoli_eyebrow_016		1	4	
218	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_017	0.235	0.235	1		luoli_eyebrow_017		1	4	
219	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_018	0.235	0.235	1		luoli_eyebrow_018	0	1	4	
220	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_019	0.235	0.235	1		luoli_eyebrow_019	0	1	4	
221	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_020	0.235	0.235	1		luoli_eyebrow_020	0	1	4	
222	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_021	0.235	0.235	1		luoli_eyebrow_021	0	1	4	
223	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_010	0.239	0.153	1		female_eyebrow_010		1	2	眉型·己亥秋款·薰风
224	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_011	0.239	0.153	1		female_eyebrow_011		1	2	眉型·己亥秋款·连翘
225	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_012	0.239	0.153	1		female_eyebrow_012		1	2	眉型·己亥秋款·岩深
226	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_013	0.239	0.153	1		female_eyebrow_013		1	2	眉型·己亥秋款·凤起
227	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_014	0.239	0.153	1		female_eyebrow_014		1	2	眉型·己亥秋款·涵烟
228	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_015	0.239	0.153	1		female_eyebrow_015		1	2	眉型·己亥秋款·连荫
229	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_016	0.239	0.153	1		female_eyebrow_016		1	2	眉型·己亥秋款·翩鹭
230	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_017	0.239	0.153	1		female_eyebrow_017	0	1	2	眉型·己亥冬款·清霁
231	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_018	0.239	0.153	1		female_eyebrow_018	0	1	2	眉型·己亥冬款·拂絮
232	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_019	0.239	0.153	1		female_eyebrow_019	0	1	2	眉型·己亥冬款·渡雪
233	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_020	0.239	0.153	1		female_eyebrow_020	0	1	2	眉型·己亥冬款·绾霜
234	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_009	0.243	0.201	1		male_eyebrow_009		1	1	眉型·己亥秋款·金枝
235	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_010	0.243	0.201	1		male_eyebrow_010		1	1	眉型·己亥秋款·秋芦
236	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_011	0.243	0.201	1		male_eyebrow_011		1	1	眉型·己亥秋款·玉槐
237	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_012	0.243	0.201	1		male_eyebrow_012		1	1	眉型·己亥秋款·弦月
238	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_013	0.243	0.201	1		male_eyebrow_013		1	1	
239	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_014	0.243	0.201	1		male_eyebrow_014		1	1	
240	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_015	0.243	0.201	1		male_eyebrow_015		1	1	
241	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_016	0.243	0.201	1		male_eyebrow_016	0	1	1	
242	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_017	0.243	0.201	1		male_eyebrow_017	0	1	1	
243	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_018	0.243	0.201	1		male_eyebrow_018	0	1	1	
244	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_019	0.243	0.201	1		male_eyebrow_019	0	1	1	
245	2	1	characters/tattoos/female/female_eshadow/female_eshadow_014	0.191	0.212	1		female_eshadow_014		1	2	眼妆·己亥秋款·星梦
246	2	1	characters/tattoos/female/female_eshadow/female_eshadow_015	0.19	0.213	1		female_eshadow_015		1	2	眼妆·己亥秋款·红绡
247	2	1	characters/tattoos/female/female_eshadow/female_eshadow_016	0.19	0.213	1		female_eshadow_016		1	2	眼妆·己亥秋款·娇蕊
248	2	1	characters/tattoos/female/female_eshadow/female_eshadow_017	0.19	0.213	1		female_eshadow_017		1	2	眼妆·己亥秋款·飞燕
249	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_010	0.207	0.218	1		luoli_eshadow_010	0	1	4	
250	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_011	0.207	0.218	1		luoli_eshadow_011		1	4	
251	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_012	0.207	0.218	1		luoli_eshadow_012		1	4	
252	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_013	0.207	0.218	1		luoli_eshadow_013		1	4	
253	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_014	0.207	0.218	1		luoli_eshadow_014		1	4	
254	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_009	0	0			female_morphface000			4	
255	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_022	0.235	0.235	1		luoli_eyebrow_022		1	4	
256	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_023	0.235	0.235	1		luoli_eyebrow_023		1	4	
257	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_024	0.235	0.235	1		luoli_eyebrow_024		1	4	
258	1	4	characters/tattoos/luoli/luoli_eyebrow/luoli_eyebrow_025	0.235	0.235	1		luoli_eyebrow_025		1	4	
259	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_021	0.239	0.153	1		female_eyebrow_021		1	2	眉型·己亥秋款·金枝
260	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_022	0.239	0.153	1		female_eyebrow_022		1	2	眉型·己亥秋款·秋芦
261	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_023	0.239	0.153	1		female_eyebrow_023		1	2	眉型·己亥秋款·玉槐
262	1	1	characters/tattoos/female/female_eyebrow/female_eyebrow_024	0.239	0.153	1		female_eyebrow_024		1	2	眉型·己亥秋款·弦月
263	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_020	0.243	0.201	1		male_eyebrow_020		1	1	
264	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_021	0.243	0.201	1		male_eyebrow_021		1	1	
265	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_022	0.243	0.201	1		male_eyebrow_022		1	1	
266	1	0	characters/tattoos/male/male_eyebrow/male_eyebrow_023	0.243	0.201	1		male_eyebrow_023		1	1	
267	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl002_002	0	0			female_morphface000			4	
268	7	0	characters/tattoos/male/male_hairline/male_hl001_009	0	0			male_morphface000			1	
269	7	0	characters/tattoos/male/male_hairline/male_hl001_010	0	0			male_morphface000			1	
270	7	1	characters/tattoos/female/female_hairline/female_hl001_009	0	0			female_morphface000			2	
271	7	1	characters/tattoos/female/female_hairline/female_hl001_010	0	0			female_morphface000			2	
272	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_010	0	0			female_morphface000			4	
273	3	1	characters/tattoos/female/female_lips/female_lips_007	0.375	0.48			female_lips_007	0	1	2	
274	3	1	characters/tattoos/female/female_lips/female_lips_008	0.375	0.48			female_lips_008		1	2	
275	3	1	characters/tattoos/female/female_lips/female_lips_009	0.375	0.48			female_lips_009	0	1	2	
276	3	1	characters/tattoos/female/female_lips/female_lips_010	0.375	0.48			female_lips_010		1	2	
277	2	1	characters/tattoos/female/female_eshadow/female_eshadow_018	0	0.135	1		female_eshadow_018		1	2	眼妆·庚子春款·重樱
278	2	1	characters/tattoos/female/female_eshadow/female_eshadow_019	0.004	0.102	1		female_eshadow_019		1	2	眼妆·庚子春款·煌华
279	2	1	characters/tattoos/female/female_eshadow/female_eshadow_020	0.209	0.207	1		female_eshadow_020		1	2	眼妆·庚子春款·媚丝
280	2	1	characters/tattoos/female/female_eshadow/female_eshadow_021	0	0.001			female_eshadow_021		1	2	眼妆·庚子春款·描青
281	0	1	characters/tattoos/female/female_tattoo/female_tattoo_027	0.194	0.403	1		t027f		1	2	面纹·庚子春款·若狸
282	0	1	characters/tattoos/female/female_tattoo/female_tattoo_028	0.437	0.12			t028f		1	2	面纹·庚子春款·曜芒
283	0	1	characters/tattoos/female/female_tattoo/female_tattoo_029	0	0.009			t029f		1	2	面纹·庚子春款·九尾
284	0	1	characters/tattoos/female/female_tattoo/female_tattoo_030	0.437	0.11			t030f		1	2	面纹·庚子春款·雨昙
285	4	1	characters/tattoos/female/female_brush/female_brush_008	0	0.15	1		brush_008		1	2	腮红·庚子春款·桃靥
286	4	1	characters/tattoos/female/female_brush/female_brush_009	0	0.15	1		brush_009		1	2	腮红·庚子春款·香酡
287	4	1	characters/tattoos/female/female_brush/female_brush_010	0.25	0.242			brush_010		1	2	腮红·庚子春款·含羞
288	4	1	characters/tattoos/female/female_brush/female_brush_011	0	0.15	1		brush_011	0	1	2	
289	0	1	characters/tattoos/female/female_tattoo/female_tattoo_031	0	0.009			t031f		1	2	面纹·庚子春款·翩羽
290	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_015	0.006	0.196	1		luoli_eshadow_015		1	4	
291	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_016	0.204	0.204	1		luoli_eshadow_016		1	4	
292	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_017	0.225	0.268	1		luoli_eshadow_017		1	4	
293	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_018	0	0.198			luoli_eshadow_018		1	4	
294	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_027	0.441	0.21			t028f		1	4	
295	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_028	0	0.027			t029f		1	4	
296	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_029	0.437	0.215			t030f		1	4	
297	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_030	0	0.027			t031f		1	4	
298	3	4	characters/tattoos/luoli/luoli_lips/luoli_lips_007	0.377	0.483			luoli_lips_007	0	1	4	
299	3	4	characters/tattoos/luoli/luoli_lips/luoli_lips_008	0.377	0.483			luoli_lips_008		1	4	
300	3	4	characters/tattoos/luoli/luoli_lips/luoli_lips_009	0.377	0.483			luoli_lips_009	0	1	4	
301	3	4	characters/tattoos/luoli/luoli_lips/luoli_lips_010	0.377	0.483			luoli_lips_010		1	4	
302	4	4	characters/tattoos/luoli/luoli_brush/luoli_brush_009	0	0.19	1		brush_008		1	4	
303	4	4	characters/tattoos/luoli/luoli_brush/luoli_brush_010	0	0.19	1		brush_009		1	4	
304	4	4	characters/tattoos/luoli/luoli_brush/luoli_brush_011	0.25	0.249			brush_010		1	4	
305	4	4	characters/tattoos/luoli/luoli_brush/luoli_brush_012	0	0.19	1		brush_011	0	1	4	
306	2	0	characters/tattoos/male/male_eshadow/male_eshadow_007	0.006	0.179	1		male_eshadow_007		1	1	
307	2	0	characters/tattoos/male/male_eshadow/male_eshadow_008	0.006	0.179	1		male_eshadow_008		1	1	
308	2	0	characters/tattoos/male/male_eshadow/male_eshadow_009	0.219	0.241	1		male_eshadow_009		1	1	
309	2	0	characters/tattoos/male/male_eshadow/male_eshadow_010	0	0.052			male_eshadow_010		1	1	
310	0	0	characters/tattoos/male/male_tattoo/male_tattoo_029	0.202	0.409	1		t027f		1	1	
311	0	0	characters/tattoos/male/male_tattoo/male_tattoo_030	0.437	0.174			t028f		1	1	
312	0	0	characters/tattoos/male/male_tattoo/male_tattoo_032	0	0			t029f		1	1	
313	0	0	characters/tattoos/male/male_tattoo/male_tattoo_033	0.437	0.176			t030f		1	1	
314	0	0	characters/tattoos/male/male_tattoo/male_tattoo_031	0	0			t031f		1	1	
315	3	0	characters/tattoos/male/male_lips/male_lips_004	0.375	0.54			male_lips_004	0	1	1	
316	3	0	characters/tattoos/male/male_lips/male_lips_005	0.375	0.54			male_lips_005		1	1	
317	3	0	characters/tattoos/male/male_lips/male_lips_006	0.375	0.54			male_lips_006		1	1	
318	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_003	0	0			female_morphface000			4	
320	7	0	characters/tattoos/male/male_hairline/male_hl001_003	0	0			male_morphface000			1	
321	7	1	characters/tattoos/female/female_hairline/female_hl001_003	0	0			female_morphface000			2	
323	9	1	characters/tattoos/female/female_lips/female_lipsflash_000	0.375	0.48			female_mflash_000		1	2	
324	9	1	characters/tattoos/female/female_lips/female_lipsflash_001	0.375	0.48			female_mflash_001		1	2	
325	9	1	characters/tattoos/female/female_lips/female_lipsflash_002	0.375	0.48			female_mflash_002		1	2	
326	8	1	characters/tattoos/female/female_eshadow/female_eshadowflash_000	0.19	0.213	1		female_eflash_000		1	2	
327	8	1	characters/tattoos/female/female_eshadow/female_eshadowflash_001	0.19	0.213	1		female_eflash_001		1	2	
328	8	1	characters/tattoos/female/female_eshadow/female_eshadowflash_002	0.19	0.213	1		female_eflash_002		1	2	
330	2	1	characters/tattoos/female/female_eshadow/female_eshadow_022	0.19	0.213	1		female_eshadow_022		1	2	眼妆·庚子夏款·星鳞
331	2	1	characters/tattoos/female/female_eshadow/female_eshadow_023	0.19	0.213	1		female_eshadow_023		1	2	眼妆·庚子夏款·鲛泪
332	2	1	characters/tattoos/female/female_eshadow/female_eshadow_024	0.19	0.213	1		female_eshadow_024		1	2	眼妆·庚子夏款·濯金
333	2	0	characters/tattoos/male/male_eshadow/male_eshadow_011	0.212	0.244	1		male_eshadow_011		1	1	
334	2	0	characters/tattoos/male/male_eshadow/male_eshadow_012	0.212	0.244	1		male_eshadow_012		1	1	
335	2	0	characters/tattoos/male/male_eshadow/male_eshadow_013	0.212	0.244	1		male_eshadow_013		1	1	
336	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_019	0.207	0.218	1		luoli_eshadow_019		1	4	
337	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_020	0.207	0.218	1		luoli_eshadow_020		1	4	
338	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_021	0.207	0.218	1		luoli_eshadow_021		1	4	
339	8	0	characters/tattoos/male/male_eshadow/male_eshadowflash_000	0.212	0.244	1		male_eflash_000		1	1	
340	8	0	characters/tattoos/male/male_eshadow/male_eshadowflash_001	0.212	0.244	1		male_eflash_001		1	1	
341	8	0	characters/tattoos/male/male_eshadow/male_eshadowflash_002	0.212	0.244	1		male_eflash_002		1	1	
342	8	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadowflash_000	0.207	0.218	1		luoli_eflash_000		1	4	
343	8	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadowflash_001	0.207	0.218	1		luoli_eflash_001		1	4	
344	8	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadowflash_002	0.207	0.218	1		luoli_eflash_002		1	4	
345	9	0	characters/tattoos/male/male_lips/male_lipsflash_000	0.375	0.54			male_mflash_000		1	1	
346	9	0	characters/tattoos/male/male_lips/male_lipsflash_001	0.375	0.54			male_mflash_001		1	1	
347	9	0	characters/tattoos/male/male_lips/male_lipsflash_002	0.375	0.54			male_mflash_002		1	1	
348	9	4	characters/tattoos/luoli/luoli_lips/luoli_lipsflash_000	0.377	0.483			luoli_mflash_000		1	4	
349	9	4	characters/tattoos/luoli/luoli_lips/luoli_lipsflash_001	0.377	0.483			luoli_mflash_001		1	4	
350	9	4	characters/tattoos/luoli/luoli_lips/luoli_lipsflash_002	0.377	0.483			luoli_mflash_002		1	4	
351	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_011	0	0			female_morphface000			4	
352	7	0	characters/tattoos/male/male_hairline/male_hl001_011	0	0			male_morphface000			1	
353	7	1	characters/tattoos/female/female_hairline/female_hl001_011	0	0			female_morphface000			2	
354	6	0	characters/tattoos/male/male_tattoo/male_tattoo_035	0.57	0.284			t032f		1	1	
355	0	0	characters/tattoos/male/male_tattoo/male_tattoo_036	0.25	0.099			t033f		1	1	
356	0	0	characters/tattoos/male/male_tattoo/male_tattoo_037	0	0.145			t034f		1	1	
357	2	0	characters/tattoos/male/male_eshadow/male_eshadow_014	0.212	0.244	1		male_eshadow_014		1	1	
358	6	1	characters/tattoos/female/female_tattoo/female_tattoo_032	0.553	0.244			t032f		1	2	
359	0	1	characters/tattoos/female/female_tattoo/female_tattoo_033	0.25	0.046			t033f		1	2	
360	0	1	characters/tattoos/female/female_tattoo/female_tattoo_034	0	0.046			t034f		1	2	
361	2	1	characters/tattoos/female/female_eshadow/female_eshadow_025	0.19	0.213	1		female_eshadow_025		1	2	
362	6	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_031	0.55	0.293			t032f		1	4	
363	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_032	0.25	0.114			t033f		1	4	
364	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_033	0	0.083			t034f		1	4	
365	2	4	characters/tattoos/luoli/luoli_eshadow/luoli_eshadow_022	0.207	0.218	1		luoli_eshadow_022		1	4	
366	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_012	0	0			female_morphface000			4	
367	7	0	characters/tattoos/male/male_hairline/male_hl001_012	0	0			male_morphface000			1	
368	7	1	characters/tattoos/female/female_hairline/female_hl001_012	0	0			female_morphface000			2	
369	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_013	0	0			female_morphface000			4	
370	7	0	characters/tattoos/male/male_hairline/male_hl001_013	0	0			male_morphface000			1	
371	7	1	characters/tattoos/female/female_hairline/female_hl001_013	0	0			female_morphface000			2	
372	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_014	0	0			female_morphface000			4	
373	7	0	characters/tattoos/male/male_hairline/male_hl001_014	0	0			male_morphface000			1	
374	7	1	characters/tattoos/female/female_hairline/female_hl001_014	0	0			female_morphface000			2	
375	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_015	0	0			female_morphface000			4	
376	7	0	characters/tattoos/male/male_hairline/male_hl001_015	0	0			male_morphface000			1	
377	7	1	characters/tattoos/female/female_hairline/female_hl001_015	0	0			female_morphface000			2	
378	0	1	characters/tattoos/female/female_tattoo/female_tattoo_035	0.302	0.471	1		t035f		1	2	
379	0	1	characters/tattoos/female/female_tattoo/female_tattoo_036	0.134	0.284	1		t036f		1	2	
380	0	1	characters/tattoos/female/female_tattoo/female_tattoo_037	0.305	0.328	1		t037f		1	2	
381	0	1	characters/tattoos/female/female_tattoo/female_tattoo_038	0	0	1		t038f		1	2	
382	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_034	0.327	0.469	1		t035f		1	4	
383	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_035	0.175	0.322	1		t036f		1	4	
384	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_036	0.327	0.37	1		t037f		1	4	
385	0	4	characters/tattoos/luoli/luoli_tattoo/luoli_tattoo_037	0	0.066	1		t038f		1	4	
386	0	0	characters/tattoos/male/male_tattoo/male_tattoo_038	0.253	0.519	1		t035f		1	1	
387	0	0	characters/tattoos/male/male_tattoo/male_tattoo_039	0.153	0.311	1		t036f		1	1	
388	0	0	characters/tattoos/male/male_tattoo/male_tattoo_040	0.335	0.364	1		t037f		1	1	
389	0	0	characters/tattoos/male/male_tattoo/male_tattoo_041	0	0.108	1		t038f		1	1	
390	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl001_016	0	0			female_morphface000			4	
391	7	0	characters/tattoos/male/male_hairline/male_hl001_016	0	0			male_morphface000			1	
392	7	1	characters/tattoos/female/female_hairline/female_hl001_016	0	0			female_morphface000			2	
393	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl005_012	0	0			female_morphface000			4	
394	7	0	characters/tattoos/male/male_hairline/male_hl003_012	0	0			male_morphface000			1	
395	7	1	characters/tattoos/female/female_hairline/female_hl004_012	0	0			female_morphface000			2	
396	7	4	characters/tattoos/luoli/luoli_hairline/luoli_hl005_008	0	0			female_morphface000			4	
397	7	0	characters/tattoos/male/male_hairline/male_hl003_008	0	0			male_morphface000			1	
398	7	1	characters/tattoos/female/female_hairline/female_hl004_008	0	0			female_morphface000			2	
