ActionName	type
z66_ds_b	通用
z66_ds_c	通用
z66_mz_a	通用
z66_mz_b	通用
z66_mz_c	通用
z66_qr_a	通用
z66_qr_b	通用
z66_qr_c	通用
z66_sb_a	通用
z66_sb_b	通用
z66_sb_c	通用
z66_ss_a	通用
z66_ss_b	通用
z66_ss_c	通用
z67	通用
z67_a	通用
z67_b	通用
z67_bz_a	通用
z67_bz_b	通用
z67_bz_c	通用
z67_bz_d	通用
z67_bz_e	通用
z67_c	通用
z67_cf_a	通用
z67_cf_b	通用
z67_cf_c	通用
z67_ds_a	通用
z67_ds_b	通用
z67_ds_c	通用
z67_ds_d	通用
z67_ds_e	通用
z67_sz	通用
z67_sz_a	通用
z67_sz_c	通用
z67_sz_e	通用
z67a	通用
z67a_a	通用
z67a_b	通用
z67a_c	通用
z67a_d	通用
z67a_ds_a	通用
z67a_ds_b	通用
z67a_ds_c	通用
z67a_ds_d	通用
z67a_ds_e	通用
z67a_e	通用
z67b	通用
z67b_a	通用
z67b_b	通用
z67b_c	通用
z67b_d	通用
z67b_ds_a	通用
z67b_ds_b	通用
z67b_ds_c	通用
z67b_ds_d	通用
z67b_ds_e	通用
z67b_e	通用
z67c	通用
z67c_a	通用
z67c_b	通用
z67c_c	通用
z67c_d	通用
z67c_e	通用
z67d_a	通用
z67d_b	通用
z67d_c	通用
z67d_d	通用
z67d_e	通用
z68_sj_c	通用
z70	通用
z70_cb	通用
z70_ds	通用
z70_fz	通用
z70_gn	通用
z71	通用
z71_bz	通用
z71_cf	通用
z71_qr	通用
z71a	通用
z71a_cf	通用
z72	通用
z72_a	通用
z72_b	通用
z72_bz	通用
z72_c	通用
z72_cf	通用
z72_qr	通用
z73_bz_a	通用
z73_bz_b	通用
z73_bz_c	通用
z73_bz_d	通用
z73_bz_e	通用
z73_ds_a	通用
z73_ds_b	通用
z73_ds_c	通用
z73_ds_d	通用
z73_ds_e	通用
z73_fz_a	通用
z73_fz_b	通用
z73_fz_c	通用
z73_sb_a	通用
z73_sb_b	通用
z73_sb_c	通用
z73a	通用
z73a_bz	通用
z73a_cb	通用
z73a_cf	通用
z73a_ds	通用
z73a_fz	通用
z73a_gn	通用
z73a_qr	通用
z73a_sb	通用
z73a_ss	通用
z74_bz	通用
z74_cb	通用
z74_cf	通用
z74_cg	通用
z74_cz	通用
z74_ds	通用
z74_dsn	通用
z74_dun	通用
z74_fz	通用
z74_gn	通用
z74_ld	通用
z74_qr	通用
z74_sb	通用
z74_sh	通用
z74_ss	通用
z75	通用
z75_cb	通用
z75_cf	通用
z75_cg	通用
z75_ds	通用
z75_dsn	通用
z75_fz	通用
z75_gn	通用
z75_ks	通用
z75_mz	通用
z75_sb	通用
z75_ss	通用
z75_sz	通用
z76	通用
z76_a	通用
z76_b	通用
z76_bz_a	通用
z76_bz_b	通用
z76_bz_c	通用
z76_c	通用
z76_cb_a	通用
z76_cb_b	通用
z76_cb_c	通用
z76_cz_a	通用
z76_cz_b	通用
z76_cz_c	通用
z76_ds_a	通用
z76_ds_b	通用
z76_ds_c	通用
z76_fz_a	通用
z76_fz_b	通用
z76_fz_c	通用
z76_gn_a	通用
z76_gn_b	通用
z76_gn_c	通用
z77a_cg	通用
搬运放下动作	通用
表情_安慰	通用
表情_懊悔	通用
表情_抱歉	通用
表情_贬低	通用
表情_称赞	通用
表情_吃惊	通用
表情_打盹	通用
表情_大笑	通用
表情_大笑2	通用
表情_担忧2	通用
表情_点头确认	通用
表情_飞吻	通用
表情_跟我来	通用
表情_行礼	通用
表情_喝水	通用
表情_欢呼	通用
表情_噤声	通用
表情_沮丧	通用
表情_哭泣	通用
表情_哭泣2	通用
表情_满意	通用
表情_祈祷	通用
表情_雀跃	通用
表情_伸懒腰	通用
表情_生气	通用
表情_生气2	通用
表情_失望2	通用
表情_思考	通用
表情_思考2	通用
表情_跳舞	通用
表情_跳舞2	通用
表情_威胁	通用
表情_问候	通用
表情_无奈	通用
表情_无奈2	通用
表情_摇头否认	通用
表情_张望	通用
表情_指向	通用
表情_制止2	通用
布置陷阱_a	通用
布置陷阱完成_b	通用
财宝散落_a	通用
财宝散落_b	通用
财宝散落_c	通用
测试	通用
叉子烤鸡	通用
嘲讽	通用
吃药	通用
吃药丸_隐藏武器	通用
传素出现	通用
传素施法_fz_a	通用
传素施法_fz_b	通用
传素施法_fz_c	通用
从地上捡起来扔	通用
单腿立着坐地_a	通用
单腿立着坐地_b	通用
单腿立着坐地待机_a	通用
单腿立着坐地待机_b	通用
单腿立着坐地待机_c	通用
洞口a	通用
洞口b	通用
洞口c	通用
发现玩家	通用
放河灯	通用
放青灯法阵	通用
放置灵禁钥匙	通用
放置阎浮灯法阵_a	通用
放置阎浮灯法阵_b	通用
俯身_a	通用
俯身_b	通用
俯身_c	通用
鬼风_a	通用
鬼风_b	通用
鬼风_c	通用
喝酒	通用
化成心念之物	通用
化成心念之物_cb	通用
化成心念之物z	通用
化成心念之物z_cb	通用
唤醒积香_a	通用
唤醒积香_b	通用
唤醒积香_c	通用
交互编钟	通用
交互水罩	通用
进食_1	通用
进食_2	通用
九终寺点灯	通用
九终寺点灯持续	通用
救治霜木铮_b	通用
救治雪灵	通用
举牌子_a	通用
举牌子_b	通用
举牌子_c	通用
烤鸡	通用
烤鸡能量_dq	通用
哭泣	通用
哭泣消失	通用
狼王待机	通用
莲花灯点亮	通用
炼火法阵持续	通用
灵魂	通用
灵魂b	通用
灵魂b_ghost	通用
灵魂c	通用
流丹水	通用
膜拜_sb	通用
喷泉	通用
请神	通用
请神香发光	通用
取阴华泉水	通用
取阴华泉水_a	通用
取阴华泉水_b	通用
燃烧b	通用
燃烧c	通用
燃烧大火	通用
燃烧后烟雾	通用
燃烧消失	通用
燃烧烟雾	通用
任飞舟的墓	通用
熔炼炉火焰	通用
煞影吸魂_c	通用
烧武器	通用
伸手递东西	通用
伸手给东西	通用
收信	通用
受妙法治疗	通用
受伤救治	通用
水源	通用
死神3D对话待机	通用
特效查看测试	通用
调查废弃石柱a	通用
调查废弃石柱b	通用
调查废弃石柱c	通用
调查用脚印残缺	通用
调查用脚印完整	通用
调查用脚印完整_特效光点	通用
调查用血迹	通用
贴符机关	通用
贴告示	通用
通用出现	通用
通用出现_bz	通用
通用出现_cb	通用
通用出现_cf	通用
通用出现_cg	通用
通用出现_cz	通用
通用出现_dq	通用
通用出现_ds	通用
通用出现_dsn	通用
通用出现_dun	通用
通用出现_fz	通用
通用出现_gn	通用
通用出现_mz	通用
通用出现_qr	通用
通用出现_sb	通用
通用出现_ss	通用
通用站立y09_ds	通用
推背传功_zf	通用
推背疗伤_a	通用
推背疗伤_b	通用
推背疗伤_c	通用
伪装	通用
习性_c01_吃东西	通用
习性_c01_抽烟	通用
习性_c01_跪地膜拜	通用
习性_c01_跪地求饶	通用
习性_c01_跪地搜集	通用
习性_c01_喝东西	通用
习性_c01_砍瓜切菜	通用
习性_c01_玩泥巴	通用
习性_c01_玩耍	通用
习性_c01_阅读翻阅	通用
习性_c02_吃东西	通用
习性_c02_抽烟	通用
习性_c02_喝东西	通用
习性_c02_拿着扇子	通用
习性_c02_阅读翻阅	通用
习性_y01_背扛	通用
习性_y01_边走边敲锣	通用
习性_y01_抽烟	通用
习性_y01_举着火把	通用
习性_y01_拿着扇子	通用
习性_y01_提着灯笼	通用
习性_y01_提着灯笼边走边敲锣	通用
习性_y01_提着灯笼和锣	通用
习性_y01_提着锣	通用
习性_y01_提着青灯	通用
习性_y01_提着阎浮灯	通用
习性_y01_提着猪灯笼	通用
习性_y02_提着灯笼	通用
习性_y02_提着青灯	通用
习性_y02_提着阎浮灯	通用
习性_y09_背扛	通用
习性_y09_采矿挖掘	通用
习性_y09_操作工作	通用
习性_y09_抽烟	通用
习性_y09_打铁锻造	通用
习性_y09_建造修理	通用
习性_y09_举着火把	通用
习性_y09_举着火把（青色火焰）	通用
习性_y09_砍瓜切菜	通用
习性_y09_拿着扇子	通用
习性_y09_敲锣	通用
习性_y09_扇风	通用
习性_y09_提着灯笼	通用
习性_y09_提着灯笼和锣	通用
习性_y09_提着灯笼和敲锣	通用
习性_y09_提着灯笼照明	通用
习性_y09_提着锣	通用
习性_y09_提着青灯	通用
习性_y09_提着青灯照明	通用
习性_y09_提着阎浮灯	通用
习性_y09_提着阎浮灯照明	通用
习性_y09_提着猪灯笼	通用
习性_y09_玩耍	通用
习性_y09_阅读翻阅	通用
习性_y09_嘴馋	通用
鲜花饼采集特效	通用
休息	通用
休息_cb	通用
休息_cf	通用
休息_cg	通用
休息_cz	通用
休息_ds	通用
休息_gn	通用
休息_sb	通用
休息_ss	通用
幽莲花探查_a	通用
支援技能_qr	通用
种树a	通用
种树b	通用
种树c	通用
种树人_待机_cf	通用
种树人_攻守劲_cf_a	通用
种树人_攻守劲_cf_b	通用
种树人_攻守劲_cf_c	通用
种树人_攻守劲_cf_d	通用
种树人_攻守劲_cf_e	通用
种树人_墨痕斩_cf_c	通用
种树人_墨痕斩a_cf_c	通用
种树人_墨痕斩b_cf_c	通用
种树人_死亡_cf	通用
种树人_死亡待机_cf	通用
种树人_血墨回风_cf_c	通用
转头_a	通用
转头_b	通用
转头_c	通用
浊气	通用
浊气_m14	通用
浊气净化	通用
c10	通用
c10_bz	通用
c10_cb	通用
c10_cf	通用
c10_cg	通用
c10_cz	通用
c10_ds	通用
c10_dsn	通用
c10_fz	通用
c10_gn	通用
c10_mz	通用
c10_qr	通用
c10_sb	通用
c10_ss	通用
A3_逃跑技能	通用战斗
A3白_嘲讽玩家_sb_c	通用战斗
A3白_近战范围_sb_a	通用战斗
A3白_近战范围_sb_b	通用战斗
A3白_近战范围_sb_c	通用战斗
A3白_近战范围_sb_d	通用战斗
A3白_近战范围_sb_e	通用战斗
A3白_近战连击_sb_a	通用战斗
A3白_近战连击_sb_b	通用战斗
A3白_近战连击_sb_c	通用战斗
A3白_近战连击_sb_d	通用战斗
A3白_近战连击_sb_e	通用战斗
A3白_近战强力_sb_a	通用战斗
A3白_近战强力_sb_b	通用战斗
A3白_近战强力_sb_c	通用战斗
A3白_近战强力_sb_d	通用战斗
A3白_近战强力_sb_e	通用战斗
A3白_狂暴_sb_c	通用战斗
A3白_普攻_sb_c	通用战斗
A3白_普攻a_sb_c	通用战斗
A3白_普攻b_sb_c	通用战斗
A3白_突进_sb_a	通用战斗
A3白_突进_sb_b	通用战斗
A3白_突进_sb_c	通用战斗
A3白_突进_sb_d	通用战斗
A3白_突进_sb_e	通用战斗
A3白_小跳通用_sb_c	通用战斗
A3白_远程强力_sb_a	通用战斗
A3白_远程强力_sb_b	通用战斗
A3白_远程强力_sb_c	通用战斗
A3白_远程强力_sb_d	通用战斗
A3白_远程强力_sb_e	通用战斗
A3毒液_毒气喷射_a	通用战斗
A3毒液_毒气喷射_b	通用战斗
A3毒液_毒气喷射_c	通用战斗
A3毒液_毒气喷射_d	通用战斗
A3毒液_毒气喷射_e	通用战斗
A3毒液_跳跃攻击_a	通用战斗
A3毒液_跳跃攻击_c	通用战斗
A3毒液_跳跃攻击_e	通用战斗
A3毒液_远程普攻_a	通用战斗
A3毒液_远程普攻_b	通用战斗
A3毒液_远程普攻_c	通用战斗
A3毒液_远程普攻_d	通用战斗
A3毒液_远程普攻_e	通用战斗
A3毒液_远程强力_a	通用战斗
A3毒液_远程强力_b	通用战斗
A3毒液_远程强力_c	通用战斗
A3毒液_远程强力_d	通用战斗
A3毒液_远程强力_e	通用战斗
A3法术_大陨石术_fz_a	通用战斗
A3法术_大陨石术_fz_b	通用战斗
A3法术_大陨石术_fz_c	通用战斗
A3法术_大陨石术_fz_d	通用战斗
A3法术_大陨石术_fz_e	通用战斗
A3法术_大召唤术_fz_a	通用战斗
A3法术_大召唤术_fz_b	通用战斗
A3法术_大召唤术_fz_c	通用战斗
A3法术_大召唤术_fz_d	通用战斗
A3法术_大召唤术_fz_e	通用战斗
A3法术_护盾_fz_a	通用战斗
A3法术_护盾_fz_b	通用战斗
A3法术_护盾_fz_c	通用战斗
A3法术_护盾_fz_d	通用战斗
A3法术_护盾_fz_e	通用战斗
A3法术_火球术_fz_a	通用战斗
A3法术_火球术_fz_b	通用战斗
A3法术_火球术_fz_c	通用战斗
A3法术_火球术_fz_d	通用战斗
A3法术_火球术_fz_e	通用战斗
A3法术_击退_fz_a	通用战斗
A3法术_击退_fz_b	通用战斗
A3法术_击退_fz_c	通用战斗
A3法术_击退_fz_d	通用战斗
A3法术_击退_fz_e	通用战斗
A3法术_禁锢_fz_a	通用战斗
A3法术_禁锢_fz_b	通用战斗
A3法术_禁锢_fz_c	通用战斗
A3法术_禁锢_fz_d	通用战斗
A3法术_禁锢_fz_e	通用战斗
A3法术_狂暴_fz_c	通用战斗
A3法术_普攻_fz_c	通用战斗
A3法术_普攻a_fz_c	通用战斗
A3法术_普攻b_fz_c	通用战斗
A3法术_远程范围_fz_a	通用战斗
A3法术_远程范围_fz_b	通用战斗
A3法术_远程范围_fz_c	通用战斗
A3法术_远程范围_fz_d	通用战斗
A3法术_远程范围_fz_e	通用战斗
A3法术_远程普攻_fz_a	通用战斗
A3法术_远程普攻_fz_b	通用战斗
A3法术_远程普攻_fz_c	通用战斗
A3法术_远程普攻_fz_d	通用战斗
A3法术_远程普攻_fz_e	通用战斗
A3法术_远程强力_fz_a	通用战斗
A3法术_远程强力_fz_b	通用战斗
A3法术_远程强力_fz_c	通用战斗
A3法术_远程强力_fz_d	通用战斗
A3法术_远程强力_fz_e	通用战斗
A3海_boss出现_fz_c	通用战斗
A3海_法术连击_fz_a	通用战斗
A3海_法术连击_fz_b	通用战斗
A3海_法术连击_fz_c	通用战斗
A3海_法术连击_fz_d	通用战斗
A3海_法术连击_fz_e	通用战斗
A3海_狂暴_fz_c	通用战斗
A3海_普攻_fz_c	通用战斗
A3海_普攻a_fz_c	通用战斗
A3海_普攻b_fz_c	通用战斗
A3海_前施法_fz_a	通用战斗
A3海_前施法_fz_b	通用战斗
A3海_前施法_fz_c	通用战斗
A3海_前施法_fz_d	通用战斗
A3海_前施法_fz_e	通用战斗
A3海_上施法_fz_a	通用战斗
A3海_上施法_fz_b	通用战斗
A3海_上施法_fz_c	通用战斗
A3海_上施法_fz_d	通用战斗
A3海_上施法_fz_e	通用战斗
A3海_水瀑击_fz_a	通用战斗
A3海_水瀑击_fz_b	通用战斗
A3海_水瀑击_fz_c	通用战斗
A3海_水瀑击_fz_d	通用战斗
A3海_水瀑击_fz_e	通用战斗
A3红_狂暴_ss	通用战斗
A3红_普攻_ss_c	通用战斗
A3红_普攻a_ss_c	通用战斗
A3红_普攻b_ss_c	通用战斗
A3黄金_光弹_a	通用战斗
A3黄金_光弹_b	通用战斗
A3黄金_光弹_c	通用战斗
A3黄金_光弹_d	通用战斗
A3黄金_光弹_e	通用战斗
A3黄金_狂暴_c	通用战斗
A3黄金_龙卷风_a	通用战斗
A3黄金_龙卷风_b	通用战斗
A3黄金_龙卷风_c	通用战斗
A3黄金_龙卷风_d	通用战斗
A3黄金_龙卷风_e	通用战斗
A3黄金_突进_a	通用战斗
A3黄金_突进_b	通用战斗
A3黄金_突进_c	通用战斗
A3黄金_突进_d	通用战斗
A3黄金_突进_e	通用战斗
A3剑胆石居内的剑心碎片	通用战斗
A3狂暴_mz_c	通用战斗
A3雷电_近战范围_cg_a	通用战斗
A3雷电_近战范围_cg_b	通用战斗
A3雷电_近战范围_cg_c	通用战斗
A3雷电_近战范围_cg_d	通用战斗
A3雷电_近战范围_cg_e	通用战斗
A3雷电_近战连击_cg_a	通用战斗
A3雷电_近战连击_cg_b	通用战斗
A3雷电_近战连击_cg_c	通用战斗
A3雷电_近战连击_cg_d	通用战斗
A3雷电_近战连击_cg_e	通用战斗
A3雷电_近战强力_cg_a	通用战斗
A3雷电_近战强力_cg_b	通用战斗
A3雷电_近战强力_cg_c	通用战斗
A3雷电_近战强力_cg_d	通用战斗
A3雷电_近战强力_cg_e	通用战斗
A3雷电_精英横扫_cg_a	通用战斗
A3雷电_精英横扫_cg_b	通用战斗
A3雷电_精英横扫_cg_c	通用战斗
A3雷电_精英横扫_cg_d	通用战斗
A3雷电_精英横扫_cg_e	通用战斗
A3雷电_精英连击_cg_a	通用战斗
A3雷电_精英连击_cg_b	通用战斗
A3雷电_精英连击_cg_c	通用战斗
A3雷电_精英连击_cg_d	通用战斗
A3雷电_精英连击_cg_e	通用战斗
A3雷电_精英咆哮_cg_a	通用战斗
A3雷电_精英咆哮_cg_b	通用战斗
A3雷电_精英咆哮_cg_c	通用战斗
A3雷电_精英咆哮_cg_d	通用战斗
A3雷电_精英咆哮_cg_e	通用战斗
A3雷电_狂暴_cg	通用战斗
A3雷电_普攻_cg_c	通用战斗
A3雷电_普攻a_cg_c	通用战斗
A3雷电_普攻b_cg_c	通用战斗
A3雷电_强力突进_cg_a	通用战斗
A3雷电_强力突进_cg_b	通用战斗
A3雷电_强力突进_cg_c	通用战斗
A3雷电_强力突进_cg_d	通用战斗
A3雷电_强力突进_cg_e	通用战斗
A3雷电_突进_cg_a	通用战斗
A3雷电_突进_cg_b	通用战斗
A3雷电_突进_cg_c	通用战斗
A3雷电_突进_cg_d	通用战斗
A3雷电_突进_cg_e	通用战斗
A3门派表演01_sm	通用战斗
A3门派表演01_tg	通用战斗
A3门派表演01_zf	通用战斗
A3门派表演01_zy	通用战斗
A3门派表演02_sm	通用战斗
A3门派表演02_tg	通用战斗
A3门派表演02_zf	通用战斗
A3门派表演02_zy	通用战斗
A3门派表演03_tg	通用战斗
A3门派表演03_zf	通用战斗
A3门派表演03_zy	通用战斗
A3门派表演04_tg	通用战斗
A3门派表演04_zf	通用战斗
A3门派表演04_zy	通用战斗
A3秘术_近战范围_cg_a	通用战斗
A3秘术_近战范围_cg_b	通用战斗
A3秘术_近战范围_cg_c	通用战斗
A3秘术_近战范围_cg_d	通用战斗
A3秘术_近战范围_cg_e	通用战斗
A3秘术_近战连击_cg_a	通用战斗
A3秘术_近战连击_cg_b	通用战斗
A3秘术_近战连击_cg_c	通用战斗
A3秘术_近战连击_cg_d	通用战斗
A3秘术_近战连击_cg_e	通用战斗
A3秘术_近战强力_cg_a	通用战斗
A3秘术_近战强力_cg_b	通用战斗
A3秘术_近战强力_cg_c	通用战斗
A3秘术_近战强力_cg_d	通用战斗
A3秘术_近战强力_cg_e	通用战斗
A3秘术_狂暴_cg_c	通用战斗
A3秘术_普攻_cg_c	通用战斗
A3秘术_普攻a_cg_c	通用战斗
A3秘术_普攻b_cg_c	通用战斗
A3秘术_强力突进_cg_a	通用战斗
A3秘术_强力突进_cg_b	通用战斗
A3秘术_强力突进_cg_c	通用战斗
A3秘术_强力突进_cg_d	通用战斗
A3秘术_强力突进_cg_e	通用战斗
A3秘术_突进_cg_a	通用战斗
A3秘术_突进_cg_b	通用战斗
A3秘术_突进_cg_c	通用战斗
A3秘术_突进_cg_d	通用战斗
A3秘术_突进_cg_e	通用战斗
A3魔道_登场动作_隐现支援	通用战斗
A3魔道_近战范围_dq_a	通用战斗
A3魔道_近战范围_dq_b	通用战斗
A3魔道_近战范围_dq_c	通用战斗
A3魔道_近战范围_dq_d	通用战斗
A3魔道_近战范围_dq_e	通用战斗
A3魔道_近战连击_dq_a	通用战斗
A3魔道_近战连击_dq_b	通用战斗
A3魔道_近战连击_dq_c	通用战斗
A3魔道_近战连击_dq_d	通用战斗
A3魔道_近战连击_dq_e	通用战斗
A3魔道_近战强力_dq_a	通用战斗
A3魔道_近战强力_dq_b	通用战斗
A3魔道_近战强力_dq_c	通用战斗
A3魔道_近战强力_dq_d	通用战斗
A3魔道_近战强力_dq_e	通用战斗
A3魔道_狂暴_dq_c	通用战斗
A3魔道_普攻_dq_c	通用战斗
A3魔道_普攻a_dq_c	通用战斗
A3魔道_普攻b_dq_c	通用战斗
A3魔道_突进_dq_a	通用战斗
A3魔道_突进_dq_b	通用战斗
A3魔道_突进_dq_c	通用战斗
A3魔道_突进_dq_d	通用战斗
A3魔道_突进_dq_e	通用战斗
A3木_近战强力_a	通用战斗
A3木_近战强力_b	通用战斗
A3木_近战强力_c	通用战斗
A3木_近战强力_d	通用战斗
A3木_近战强力_e	通用战斗
A3木_狂暴_c	通用战斗
A3木_普攻_c	通用战斗
A3木_普攻a_c	通用战斗
A3木_普攻b_c	通用战斗
A3木_气浪一浪又一浪_a	通用战斗
A3木_气浪一浪又一浪_b	通用战斗
A3木_气浪一浪又一浪_c	通用战斗
A3木_气浪一浪又一浪_d	通用战斗
A3木_气浪一浪又一浪_e	通用战斗
A3木_远程范围_a	通用战斗
A3木_远程范围_b	通用战斗
A3木_远程范围_c	通用战斗
A3木_远程范围_d	通用战斗
A3木_远程范围_e	通用战斗
A3木_远程强力_a	通用战斗
A3木_远程强力_b	通用战斗
A3木_远程强力_c	通用战斗
A3木_远程强力_d	通用战斗
A3木_远程强力_e	通用战斗
A3身体挂载特效	通用战斗
A3水_狂暴_c	通用战斗
A3水_水纹刃_a	通用战斗
A3水_水纹刃_b	通用战斗
A3水_水纹刃_c	通用战斗
A3水_水纹刃_d	通用战斗
A3水_水纹刃_e	通用战斗
A3水_向前施法_a	通用战斗
A3水_向前施法_b	通用战斗
A3水_向前施法_c	通用战斗
A3水_向前施法_d	通用战斗
A3水_向前施法_e	通用战斗
A3水_向上施法_a	通用战斗
A3水_向上施法_b	通用战斗
A3水_向上施法_c	通用战斗
A3水_向上施法_d	通用战斗
A3水_向上施法_e	通用战斗
A3体术_爆裂箭雨_gn_a	通用战斗
A3体术_爆裂箭雨_gn_b	通用战斗
A3体术_爆裂箭雨_gn_c	通用战斗
A3体术_爆裂箭雨_gn_d	通用战斗
A3体术_爆裂箭雨_gn_e	通用战斗
A3体术_爆裂矢_gn_a	通用战斗
A3体术_爆裂矢_gn_b	通用战斗
A3体术_爆裂矢_gn_c	通用战斗
A3体术_爆裂矢_gn_d	通用战斗
A3体术_爆裂矢_gn_e	通用战斗
A3体术_嘲讽玩家_c	通用战斗
A3体术_嘲讽玩家_cb_c	通用战斗
A3体术_嘲讽玩家_cf_c	通用战斗
A3体术_嘲讽玩家_cg_c	通用战斗
A3体术_嘲讽玩家_cz_c	通用战斗
A3体术_嘲讽玩家_dq_c	通用战斗
A3体术_嘲讽玩家_ds_c	通用战斗
A3体术_嘲讽玩家_dsn_c	通用战斗
A3体术_嘲讽玩家_dun_c	通用战斗
A3体术_嘲讽玩家_fz_c	通用战斗
A3体术_嘲讽玩家_gn_c	通用战斗
A3体术_嘲讽玩家_ks_c	通用战斗
A3体术_嘲讽玩家_mz_c	通用战斗
A3体术_嘲讽玩家_qr_c	通用战斗
A3体术_嘲讽玩家_ss_c	通用战斗
A3体术_嘲讽玩家_sz_c	通用战斗
A3体术_持盾_dun_a	通用战斗
A3体术_持盾_dun_b	通用战斗
A3体术_持盾_dun_c	通用战斗
A3体术_冲锋突进_mz_a	通用战斗
A3体术_冲锋突进_mz_b	通用战斗
A3体术_冲锋突进_mz_c	通用战斗
A3体术_冲锋突进_mz_d	通用战斗
A3体术_冲锋突进_mz_e	通用战斗
A3体术_登场动作_隐现支援	通用战斗
A3体术_毒针_a	通用战斗
A3体术_毒针_b	通用战斗
A3体术_毒针_c	通用战斗
A3体术_毒针_d	通用战斗
A3体术_毒针_e	通用战斗
A3体术_护盾_fz_a	通用战斗
A3体术_护盾_fz_b	通用战斗
A3体术_护盾_fz_c	通用战斗
A3体术_护盾_fz_d	通用战斗
A3体术_护盾_fz_e	通用战斗
A3体术_激怒_c	通用战斗
A3体术_箭雨_gn_a	通用战斗
A3体术_箭雨_gn_b	通用战斗
A3体术_箭雨_gn_c	通用战斗
A3体术_箭雨_gn_d	通用战斗
A3体术_箭雨_gn_e	通用战斗
A3体术_近战范围_a	通用战斗
A3体术_近战范围_b	通用战斗
A3体术_近战范围_c	通用战斗
A3体术_近战范围_cb_a	通用战斗
A3体术_近战范围_cb_b	通用战斗
A3体术_近战范围_cb_c	通用战斗
A3体术_近战范围_cb_d	通用战斗
A3体术_近战范围_cb_e	通用战斗
A3体术_近战范围_cf_a	通用战斗
A3体术_近战范围_cf_b	通用战斗
A3体术_近战范围_cf_c	通用战斗
A3体术_近战范围_cf_d	通用战斗
A3体术_近战范围_cf_e	通用战斗
A3体术_近战范围_cg_a	通用战斗
A3体术_近战范围_cg_b	通用战斗
A3体术_近战范围_cg_c	通用战斗
A3体术_近战范围_cg_d	通用战斗
A3体术_近战范围_cg_e	通用战斗
A3体术_近战范围_cz_a	通用战斗
A3体术_近战范围_cz_b	通用战斗
A3体术_近战范围_cz_c	通用战斗
A3体术_近战范围_cz_d	通用战斗
A3体术_近战范围_cz_e	通用战斗
A3体术_近战范围_d	通用战斗
A3体术_近战范围_ds_a	通用战斗
A3体术_近战范围_ds_b	通用战斗
A3体术_近战范围_ds_c	通用战斗
A3体术_近战范围_ds_d	通用战斗
A3体术_近战范围_ds_e	通用战斗
A3体术_近战范围_dun_a	通用战斗
A3体术_近战范围_dun_b	通用战斗
A3体术_近战范围_dun_c	通用战斗
A3体术_近战范围_dun_d	通用战斗
A3体术_近战范围_dun_e	通用战斗
A3体术_近战范围_e	通用战斗
A3体术_近战范围_fz_a	通用战斗
A3体术_近战范围_fz_b	通用战斗
A3体术_近战范围_fz_c	通用战斗
A3体术_近战范围_fz_d	通用战斗
A3体术_近战范围_fz_e	通用战斗
A3体术_近战范围_mz_a	通用战斗
A3体术_近战范围_mz_b	通用战斗
A3体术_近战范围_mz_c	通用战斗
A3体术_近战范围_mz_d	通用战斗
A3体术_近战范围_mz_e	通用战斗
A3体术_近战范围_qr_a	通用战斗
A3体术_近战范围_qr_b	通用战斗
A3体术_近战范围_qr_c	通用战斗
A3体术_近战范围_qr_d	通用战斗
A3体术_近战范围_qr_e	通用战斗
A3体术_近战范围_ss_a	通用战斗
A3体术_近战范围_ss_b	通用战斗
A3体术_近战范围_ss_c	通用战斗
A3体术_近战范围_ss_d	通用战斗
A3体术_近战范围_ss_e	通用战斗
A3体术_近战范围教学二段_cf_c	通用战斗
A3体术_近战范围教学二段_cf_d	通用战斗
A3体术_近战范围教学二段_cf_e	通用战斗
A3体术_近战范围教学一段_cf_a	通用战斗
A3体术_近战范围教学一段_cf_b	通用战斗
A3体术_近战范围教学一段_cf_c	通用战斗
A3体术_近战连击_a	通用战斗
A3体术_近战连击_b	通用战斗
A3体术_近战连击_c	通用战斗
A3体术_近战连击_cb_a	通用战斗
A3体术_近战连击_cb_b	通用战斗
A3体术_近战连击_cb_c	通用战斗
A3体术_近战连击_cb_d	通用战斗
A3体术_近战连击_cb_e	通用战斗
A3体术_近战连击_cf_a	通用战斗
A3体术_近战连击_cf_b	通用战斗
A3体术_近战连击_cf_c	通用战斗
A3体术_近战连击_cf_d	通用战斗
A3体术_近战连击_cf_e	通用战斗
A3体术_近战连击_cg_a	通用战斗
A3体术_近战连击_cg_b	通用战斗
A3体术_近战连击_cg_c	通用战斗
A3体术_近战连击_cg_d	通用战斗
A3体术_近战连击_cg_e	通用战斗
A3体术_近战连击_cz_a	通用战斗
A3体术_近战连击_cz_b	通用战斗
A3体术_近战连击_cz_c	通用战斗
A3体术_近战连击_cz_d	通用战斗
A3体术_近战连击_cz_e	通用战斗
A3体术_近战连击_d	通用战斗
A3体术_近战连击_ds_a	通用战斗
A3体术_近战连击_ds_b	通用战斗
A3体术_近战连击_ds_c	通用战斗
A3体术_近战连击_ds_d	通用战斗
A3体术_近战连击_ds_e	通用战斗
A3体术_近战连击_dsn_a	通用战斗
A3体术_近战连击_dsn_b	通用战斗
A3体术_近战连击_dsn_c	通用战斗
A3体术_近战连击_dsn_d	通用战斗
A3体术_近战连击_dsn_e	通用战斗
A3体术_近战连击_dun_a	通用战斗
A3体术_近战连击_dun_b	通用战斗
